	EntryID	Headword	Examples
596	d2e2674872Meyers-1905	Österreichisch-Ungarische Monarchie	Militärterritorialkommando
597	d2e2692365Meyers-1905	Pacta	P. conventa
598	d2e2699014Meyers-1905	Paláta	kazennaja
599	d2e2700895Meyers-1905	Palindrōm	Otto tenet mappam, madidam mappam tenet Otto
600	d2e2706992Meyers-1905	Panazee	Panacea antimonialis
601	d2e2718389Meyers-1905	Papyrusrollen	Erman und Krebs
602	d2e2718389Meyers-1905	Papyrusrollen	Erman und Krebs
603	d2e2730442Meyers-1905	Paronyma	eques, equus
604	d2e2758562Meyers-1905	Pennisētum	P. alopecuroides
605	d2e2790879Meyers-1905	Pferde [2]	Haarfarbe
606	d2e2790879Meyers-1905	Pferde [2]	Haarfarbe
607	d2e2793557Meyers-1905	Pfister [2]	Hessel
608	d2e2793557Meyers-1905	Pfister [2]	Hessel
609	d2e2797146Meyers-1905	Pflanzenzelle	Bacterium Termo
610	d2e2801463Meyers-1905	Phänologie	Pflanzenphänologie
611	d2e2808308Meyers-1905	Philodēmos	: »De rhetorica
612	d2e2812917Meyers-1905	Phosphoreszénz	Micrococcus phosphoreus
613	d2e2822442Meyers-1905	Piassāba	Chiquechique, Monkey-Gras, Paragras
614	d2e2840569Meyers-1905	Placenta	P. seminis lini
615	d2e2845513Meyers-1905	Platform	Cambridge P
616	d2e2858653Meyers-1905	Point	p. à l'aiguille
617	d2e2860119Meyers-1905	Polarfauna	Sagitta hamata
618	d2e2869807Meyers-1905	Polygŏnŭm	(Natter
619	d2e2869807Meyers-1905	Polygŏnŭm	Drachen
620	d2e2869807Meyers-1905	Polygŏnŭm	Krebswurz, Blutkraut, Wiesenknöterich)
621	d2e2869807Meyers-1905	Polygŏnŭm	Natterwurzel
622	d2e2869807Meyers-1905	Polygŏnŭm	(Natter
623	d2e2869807Meyers-1905	Polygŏnŭm	Drachen
624	d2e2869807Meyers-1905	Polygŏnŭm	Krebswurz, Blutkraut, Wiesenknöterich)
625	d2e2869807Meyers-1905	Polygŏnŭm	Natterwurzel
626	d2e2871163Meyers-1905	Polypŏrus	echter Feuerschwamm, Zunderschwamm, Buchenpilz, Buchenschwamm)
627	d2e2871163Meyers-1905	Polypŏrus	(Wundschwamm)
628	d2e2871163Meyers-1905	Polypŏrus	echter Feuerschwamm, Zunderschwamm, Buchenpilz, Buchenschwamm)
629	d2e2871163Meyers-1905	Polypŏrus	(Wundschwamm)
630	d2e2875574Meyers-1905	Pons [1]	P. Aeni
631	d2e2889261Meyers-1905	Post [3]	Staatsrelaisdienst
632	d2e2908714Meyers-1905	Preußen [3]	musikalischen Instrumenten
633	d2e2908714Meyers-1905	Preußen [3]	Wollmärkte
634	d2e2913563Meyers-1905	Prima	parte
635	d2e2919967Meyers-1905	Proceleusmatĭcus	celeriter
636	d2e2932540Meyers-1905	Provīsor	P. imperii
637	d2e2938211Meyers-1905	Psychotrĭa	echte Brechwurz, Brechveilchen
638	d2e2938211Meyers-1905	Psychotrĭa	echte Brechwurz, Brechveilchen
639	d2e2942767Meyers-1905	Pulmonălis	arteria p
640	d2e2950036Meyers-1905	Putz	Rauhputz
641	d2e2950036Meyers-1905	Putz	(Rapputz, Berapp)
642	d2e2950036Meyers-1905	Putz	Spritzbewurf
643	d2e2950036Meyers-1905	Putz	Besenputz, Stipputz
644	d2e2950036Meyers-1905	Putz	glatten
645	d2e2950036Meyers-1905	Putz	Rauhputz
646	d2e2950036Meyers-1905	Putz	(Rapputz, Berapp)
647	d2e2950036Meyers-1905	Putz	Spritzbewurf
648	d2e2950036Meyers-1905	Putz	Besenputz, Stipputz
649	d2e2950036Meyers-1905	Putz	glatten
650	d2e2957628Meyers-1905	Quantz	erin
651	d2e2957628Meyers-1905	Quantz	erin
652	d2e2958639Meyers-1905	Quartīer [2]	Q. latin
653	d2e2967876Meyers-1905	Quintsextakkord	Hdfg
654	d2e2969419Meyers-1905	R	RP
655	d2e2969419Meyers-1905	R	RPD
656	d2e2974358Meyers-1905	Rädertierchen	Conochilus volvox
657	d2e2982540Meyers-1905	Ramië	(Grasleinen, Grascloth)
658	d2e2982540Meyers-1905	Ramië	(Grasleinen, Grascloth)
659	d2e2985321Meyers-1905	Ranke [1]	Blattranken
660	d2e2985321Meyers-1905	Ranke [1]	Blattranken
661	d2e2988068Meyers-1905	Raptus	R. melancholicus
662	d2e2990136Meyers-1905	Rasūra	R. ligni Quassiae, R. Cornu cervi etc
663	d2e2991091Meyers-1905	Ratĭo	R. sufficiens
664	d2e2992911Meyers-1905	Raubtiere	Amphicyon
665	d2e2992911Meyers-1905	Raubtiere	Amphicyon,
666	d2e2994956Meyers-1905	Raugrafen	Lehmann
667	d2e2994956Meyers-1905	Raugrafen	Lehmann
668	d2e2998621Meyers-1905	Reader	R. in law
669	d2e3000363Meyers-1905	Reambulierung	Reambulatio metarum
670	d2e3013028Meyers-1905	Regierung	(Staatsregierung)
671	d2e3013028Meyers-1905	Regierung	(Regierungsbeamte)
672	d2e3013028Meyers-1905	Regierung	(Staatsregierung)
673	d2e3013028Meyers-1905	Regierung	(Regierungsbeamte)
674	d2e3048011Meyers-1905	Rezépt	fiant pilulae
675	d2e3050037Meyers-1905	Rhein [1]	Rheinbrücken
676	d2e3050037Meyers-1905	Rhein [1]	Rheinhäfen
677	d2e3055530Meyers-1905	Rhön	Schwarze Berg
678	d2e3055530Meyers-1905	Rhön	Schwarze Berg
679	d2e3055880Meyers-1905	Rhopālisch	Rem tibi confeci, doctissime, dulcisonoram
680	d2e3066960Meyers-1905	Rind	Gayal
681	d2e3066960Meyers-1905	Rind	Gayal
682	d2e3068745Meyers-1905	Ringelkrebse	Gampsonyx fimbriatus
683	d2e3088803Meyers-1905	Rom [4]	Monti
684	d2e3088803Meyers-1905	Rom [4]	Trevi
685	d2e3088803Meyers-1905	Rom [4]	Colonna
686	d2e3088803Meyers-1905	Rom [4]	Campo Marzio
687	d2e3088803Meyers-1905	Rom [4]	Ponte
688	d2e3088803Meyers-1905	Rom [4]	Parione
689	d2e3088803Meyers-1905	Rom [4]	Regola
690	d2e3088803Meyers-1905	Rom [4]	Sant'Eustachio
691	d2e3088803Meyers-1905	Rom [4]	Pigna
692	d2e3088803Meyers-1905	Rom [4]	Campitelli
693	d2e3088803Meyers-1905	Rom [4]	Palazzi Barberini
694	d2e3091069Meyers-1905	Romanische Verskunst	mio
695	d2e3091069Meyers-1905	Romanische Verskunst	pianta, nuovo, laude
696	d2e3091069Meyers-1905	Romanische Verskunst	crëato, söave, laüdabil
697	d2e3091069Meyers-1905	Romanische Verskunst	grazioso
698	d2e3091069Meyers-1905	Romanische Verskunst	aura, aëreo. aürora
699	d2e3091069Meyers-1905	Romanische Verskunst	Le riveei colli di fioretti adorna
700	d2e3091069Meyers-1905	Romanische Verskunst	Venendo qui [è] affannata tanto
701	d2e3092901Meyers-1905	Römische Literatur	Cornelius Nepos
702	d2e3092901Meyers-1905	Römische Literatur	Cornelius Nepos
703	d2e3094173Meyers-1905	Römisches Reich	Volkstribunat
704	d2e3094173Meyers-1905	Römisches Reich	Volkstribunat
705	d2e3110786Meyers-1905	Rotholz	Brasilienholz, Bahama
706	d2e3110786Meyers-1905	Rotholz	Brasilietteholz, Kaliforniaholz, Jamaika
707	d2e3110786Meyers-1905	Rotholz	Bahia
708	d2e3110786Meyers-1905	Rotholz	Allerheiligenholz, Lima
709	d2e3110786Meyers-1905	Rotholz	Nicaragua
710	d2e3110786Meyers-1905	Rotholz	Costarica
711	d2e3110786Meyers-1905	Rotholz	Brasilienholz, Bahama
712	d2e3110786Meyers-1905	Rotholz	Brasilietteholz, Kaliforniaholz, Jamaika
713	d2e3110786Meyers-1905	Rotholz	Bahia
714	d2e3110786Meyers-1905	Rotholz	Allerheiligenholz, Lima
715	d2e3110786Meyers-1905	Rotholz	Nicaragua
716	d2e3110786Meyers-1905	Rotholz	Costarica
717	d2e3118689Meyers-1905	Rubus	gemeine Kratzbeere
718	d2e3118689Meyers-1905	Rubus	gemeine Kratzbeere
719	d2e3119345Meyers-1905	Rückenmark	motorischen
720	d2e3119345Meyers-1905	Rückenmark	sensibeln
721	d2e3119345Meyers-1905	Rückenmark	motorischen
722	d2e3119345Meyers-1905	Rückenmark	sensibeln
723	d2e3123625Meyers-1905	Ruffīni	Lorenzo Benoni
724	d2e3123625Meyers-1905	Ruffīni	Lorenzo Benoni
725	d2e3130847Meyers-1905	Ruscus	Mäusedorn, Stachelmyrte
726	d2e3130847Meyers-1905	Ruscus	Mäusedorn, Stachelmyrte
727	d2e3137745Meyers-1905	Rüstung	geringelte Haubert mit Ringelkapuze oder ganze Brünne
728	d2e3137745Meyers-1905	Rüstung	geringelte Haubert mit Ringelkapuze oder ganze Brünne
729	d2e3146790Meyers-1905	Sachsen [4]	Braunkohlen
730	d2e3190592Meyers-1905	Sankt Gotthard [1]	Como
731	d2e3190592Meyers-1905	Sankt Gotthard [1]	Como
732	d2e3195004Meyers-1905	Santa Catharīna	Hettner
733	d2e3195004Meyers-1905	Santa Catharīna	Leyser
734	d2e3195004Meyers-1905	Santa Catharīna	Hettner
735	d2e3195004Meyers-1905	Santa Catharīna	Leyser
736	d2e3199476Meyers-1905	Saproleguĭazeen	Achlya prolifera
737	d2e3216681Meyers-1905	Schabab	Nigella sativa, Achillea ptarmica, Euphrasis officinalis
738	d2e3230039Meyers-1905	Schauspielkunst	Brachvogel
739	d2e3230039Meyers-1905	Schauspielkunst	Bennecke
740	d2e3230039Meyers-1905	Schauspielkunst	Glaser
741	d2e3230039Meyers-1905	Schauspielkunst	Bennecke
742	d2e3230039Meyers-1905	Schauspielkunst	Glaser
743	d2e3267354Meyers-1905	Schmarotzerpflanzen	Empusa
744	d2e3268942Meyers-1905	Schmetterlinge	Vanessa levana
745	d2e3268942Meyers-1905	Schmetterlinge	Plusia gamma, Vanessa cardui
746	d2e3282940Meyers-1905	Schoenocaulon	Läusekörner
747	d2e3282940Meyers-1905	Schoenocaulon	Läusekörner
748	d2e3285662Meyers-1905	Schottland	Primula scotica, Oxytropis Halleri
749	d2e3303403Meyers-1905	Schwämme [1]	Ascetta, Axinella
750	d2e3303403Meyers-1905	Schwämme [1]	Hyalonema
751	d2e3308630Meyers-1905	Schwarzwald	Bewohner
752	d2e3308630Meyers-1905	Schwarzwald	Bewohner
753	d2e3318279Meyers-1905	Schweiz	Verfassung
754	d2e3318279Meyers-1905	Schweiz	Verfassung
755	d2e3328305Meyers-1905	Scudo	Schildtaler
756	d2e3328305Meyers-1905	Scudo	Schildtaler
757	d2e3334384Meyers-1905	Seegurken	Pelagothuria natatrix
758	d2e3334845Meyers-1905	Seeigel	Schizaster
759	d2e3338423Meyers-1905	Seescheiden	Clavellina
760	d2e3360920Meyers-1905	Septum	S. narium
761	d2e3362074Meyers-1905	Serbĭen	Kriege
762	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen ersten Aufgebots
763	d2e3362074Meyers-1905	Serbĭen	Ersatzdivision
764	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen zweiten Aufgebots
765	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen dritten Aufgebots
766	d2e3362074Meyers-1905	Serbĭen	Kavalleriedivision
767	d2e3362074Meyers-1905	Serbĭen	Kriege
768	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen ersten Aufgebots
769	d2e3362074Meyers-1905	Serbĭen	Ersatzdivision
770	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen zweiten Aufgebots
771	d2e3362074Meyers-1905	Serbĭen	Infanteriedivisionen dritten Aufgebots
772	d2e3362074Meyers-1905	Serbĭen	Kavalleriedivision
773	d2e3367867Meyers-1905	Sestérz	duo milia sestertium (sestertiorum
774	d2e3367867Meyers-1905	Sestérz	sexcenta sestertia
775	d2e3390305Meyers-1905	Silurische Formation	Astylospongia
776	d2e3391252Meyers-1905	Simarūba	Bitteresche, Jamaikabitterholz, Jamaikaquassienholz, Bitterholzbaum
777	d2e3391252Meyers-1905	Simarūba	Bitteresche, Jamaikabitterholz, Jamaikaquassienholz, Bitterholzbaum
778	d2e3397702Meyers-1905	Sire	le S. de Joinville, le S. de Coucy, le S. de Créqui
779	d2e3408389Meyers-1905	Slawen	einem
780	d2e3408389Meyers-1905	Slawen	einem
781	d2e3417195Meyers-1905	Solānum	S. aethiopicum
782	d2e3421693Meyers-1905	Somalland	Neumann
783	d2e3421693Meyers-1905	Somalland	Peel
784	d2e3421693Meyers-1905	Somalland	Neumann
785	d2e3421693Meyers-1905	Somalland	Peel
786	d2e3434043Meyers-1905	Sozialdemokratie	lien
787	d2e3445083Meyers-1905	Spatĭum	S. deliberandi
788	d2e3452190Meyers-1905	Spezĭes	sub specie
789	d2e3458352Meyers-1905	Spinnen [2]	Wattenmaschine
790	d2e3458352Meyers-1905	Spinnen [2]	Florettgarn
791	d2e3458352Meyers-1905	Spinnen [2]	Wattenmaschine
792	d2e3458352Meyers-1905	Spinnen [2]	Florettgarn
793	d2e3459158Meyers-1905	Spinnentiere	Eophrynus, Cyclophthalmus
794	d2e3504838Meyers-1905	Stephan [1]	Päpsten
795	d2e3504838Meyers-1905	Stephan [1]	Päpsten
796	d2e3551449Meyers-1905	Succus	S. entericus
797	d2e3551449Meyers-1905	Succus	S. Citri
798	d2e3557154Meyers-1905	Sukkulenten	Echeveria, Cotyledon, Bryophyllum, Umbilicus, Crassula
799	d2e3566191Meyers-1905	Sünwasserfauna	Mysis relicta
800	d2e3566269Meyers-1905	Süßwasserflora	Valisneria, Elodea, Hydrilla, Ranunculus
801	d2e3575447Meyers-1905	Syrische Sprache und Literatur	Lidzbarski
802	d2e3616593Meyers-1905	Temporāl	arteria temporalis
803	d2e3617527Meyers-1905	Tenerife	La Laguna
804	d2e3617527Meyers-1905	Tenerife	Guimar
805	d2e3617527Meyers-1905	Tenerife	La Laguna
806	d2e3617527Meyers-1905	Tenerife	Guimar
807	d2e3621967Meyers-1905	Terrain	T. houiller
808	d2e3623222Meyers-1905	Tertiärformation	Melanopsis Heldreichi
809	d2e3630120Meyers-1905	Thallus	Bryopsis, Caulerpa
810	d2e3646383Meyers-1905	Tibĭa	arteria t
811	d2e3646725Meyers-1905	Ticket	Railway-t
812	d2e3648611Meyers-1905	Tier [1]	Herzen
813	d2e3648611Meyers-1905	Tier [1]	Gefäßsystem
814	d2e3648611Meyers-1905	Tier [1]	Herzen
815	d2e3648611Meyers-1905	Tier [1]	Gefäßsystem
816	d2e3651808Meyers-1905	Tilde	señor
817	d2e3654527Meyers-1905	Tintenschnecken	Argonauta
818	d2e3654527Meyers-1905	Tintenschnecken	Clymenia
819	d2e3655845Meyers-1905	Tirol [2]	Vertrag zu Brünn
820	d2e3655845Meyers-1905	Tirol [2]	Vertrag zu Brünn
821	d2e3659108Meyers-1905	Tmēsis	septem subiecta trioni
822	d2e3672141Meyers-1905	Toscanelli dal Pozzo	Ruge
823	d2e3672141Meyers-1905	Toscanelli dal Pozzo	Vignaud
824	d2e3672141Meyers-1905	Toscanelli dal Pozzo	Ruge
825	d2e3672141Meyers-1905	Toscanelli dal Pozzo	Vignaud
826	d2e3678165Meyers-1905	Tractus	T. alimentarius
827	d2e3684379Meyers-1905	Traubenkrankheit	schwarze Brenner
828	d2e3684379Meyers-1905	Traubenkrankheit	falsche Meltau
829	d2e3684379Meyers-1905	Traubenkrankheit	Schwärze
830	d2e3684379Meyers-1905	Traubenkrankheit	schwarze Brenner
831	d2e3684379Meyers-1905	Traubenkrankheit	falsche Meltau
832	d2e3684379Meyers-1905	Traubenkrankheit	Schwärze
833	d2e3705129Meyers-1905	Troppo	Adagio no t
834	d2e3709777Meyers-1905	Tschechische Literatur	Lenz, Borový
835	d2e3709777Meyers-1905	Tschechische Literatur	Helfert
836	d2e3709777Meyers-1905	Tschechische Literatur	Pič, Svátek, Winter
837	d2e3709777Meyers-1905	Tschechische Literatur	Prasek
838	d2e3709777Meyers-1905	Tschechische Literatur	Lenz, Borový
839	d2e3709777Meyers-1905	Tschechische Literatur	Helfert
840	d2e3709777Meyers-1905	Tschechische Literatur	Pič, Svátek, Winter
841	d2e3709777Meyers-1905	Tschechische Literatur	Prasek
842	d2e3714971Meyers-1905	Tuber	T. (Radix) Aconiti
843	d2e3716527Meyers-1905	Tugra	es-Sultân Abdulhamîd Chân ibn es-Sultân Abdulmedschîd Chân musaffer dâima
844	d2e3721593Meyers-1905	Türkische Sprache und Literatur	Pertsch
845	d2e3721593Meyers-1905	Türkische Sprache und Literatur	Pertsch
846	d2e3721922Meyers-1905	Türkisches Reich	Syrien
847	d2e3721922Meyers-1905	Türkisches Reich	Mesopotamien
848	d2e3721922Meyers-1905	Türkisches Reich	Syrien
849	d2e3721922Meyers-1905	Türkisches Reich	Mesopotamien
850	d2e3723355Meyers-1905	Turkmēnen	Stieda
851	d2e3723355Meyers-1905	Turkmēnen	Abu-l-Ghazi Behadur Chan
852	d2e3723355Meyers-1905	Turkmēnen	Stieda
853	d2e3723355Meyers-1905	Turkmēnen	Abu-l-Ghazi Behadur Chan
854	d2e3729758Meyers-1905	U, u	plus
855	d2e3735412Meyers-1905	Uhr	Großmann
856	d2e3735412Meyers-1905	Uhr	Großmann
857	d2e3740217Meyers-1905	Umlaut	man, men; mouse, mice
858	d2e3742943Meyers-1905	Ungarische Sprache	asztal
859	d2e3771725Meyers-1905	Vasa [1]	V. sanguinis
860	d2e3772017Meyers-1905	Vasen	Gebrauchsgefäße
861	d2e3777260Meyers-1905	Vena	V. portae
862	d2e3777811Meyers-1905	Venēdig [2]	Lentz
863	d2e3777811Meyers-1905	Venēdig [2]	Lentz
864	d2e3780859Meyers-1905	Venusmuscheln	Tapes decussatus, Cytherea chione
865	d2e3792226Meyers-1905	Vermeil [1]	Mer Vermeille
866	d2e3801725Meyers-1905	Vesīca	V. urinaria
867	d2e3803581Meyers-1905	Via	via
868	d2e3825585Meyers-1905	Vokalsteigerung	ai
869	d2e3825748Meyers-1905	Volapük	men
870	d2e3836140Meyers-1905	Vortragszeichen	forte
871	d2e3836140Meyers-1905	Vortragszeichen	calando
872	d2e3837246Meyers-1905	Vox	V. media
873	d2e3848429Meyers-1905	Wald [1]	Meitzen
874	d2e3848429Meyers-1905	Wald [1]	Meitzen
875	d2e3850746Meyers-1905	Waldpflanzen	Taxodium distichum
876	d2e3864927Meyers-1905	Waschen [1]	chemisch-trockene Reinigung
877	d2e3864927Meyers-1905	Waschen [1]	chemisch-trockene Reinigung
878	d2e3869550Meyers-1905	Wasserpflanzen	Alisma Plantago
879	d2e3923525Meyers-1905	Wind [1]	steif,
880	d2e3923525Meyers-1905	Wind [1]	stürmisch,
881	d2e3923525Meyers-1905	Wind [1]	Sturm,
882	d2e3924716Meyers-1905	Windhexen	Gypsophila paniculata, Selaginella lepidophylla
883	d2e3953105Meyers-1905	Wüstenpflanzen	Fagonia
884	d2e3954585Meyers-1905	X	extranjero
885	d2e3956091Meyers-1905	Xingú	Meyer
886	d2e3956091Meyers-1905	Xingú	Meyer
887	d2e3964277Meyers-1905	Zahnlücker	Bradypus tridactylus
888	d2e3965810Meyers-1905	Zakynthos	Hyria
889	d2e3965810Meyers-1905	Zakynthos	Hyria
890	d2e4000762Meyers-1905	Zoologīe	Homo sapiens
