	EntryID	Headword	division
0	d2e1110Meyers-1905	Aale	Edelfische
1	d2e2932Meyers-1905	Abasa	Reichsrats
2	d2e4273Meyers-1905	Abchasien	Abchasen
3	d2e12275Meyers-1905	Abriß	Landesaufnahme
4	d2e23592Meyers-1905	Ackerbeete	Ackers
5	d2e34084Meyers-1905	Adresse	Reichstags
6	d2e44030Meyers-1905	Aggregāten	Sympetalen
7	d2e55325Meyers-1905	Akalēphen	Cölenteraten
8	d2e61407Meyers-1905	Ala [2]	Bundesreiterei
9	d2e74792Meyers-1905	Algen	Thallophyten
10	d2e75285Meyers-1905	Algenpilze	Pilze
11	d2e76271Meyers-1905	Algonkische Formation	paläozoischen Formationsgruppe
12	d2e81221Meyers-1905	Allerheiligstes	Tempel
13	d2e81221Meyers-1905	Allerheiligstes	Stiftshütte
14	d2e96987Meyers-1905	Amaltheentone	mittlern Lias
15	d2e98391Meyers-1905	Amazonenstrom	Kordilleren
16	d2e101837Meyers-1905	Amerika	Geological
17	d2e108823Meyers-1905	Amphineuren	Weichtiere
18	d2e110427Meyers-1905	Amtsbezirk	Kreises
19	d2e124854Meyers-1905	Angiospérmen	Pflanzenreichs
20	d2e126469Meyers-1905	Angulātusschichten	untern Lias
21	d2e126684Meyers-1905	Anhalt	Meistbesteuerten
22	d2e126684Meyers-1905	Anhalt	Innern
23	d2e152888Meyers-1905	Apothekerrat	Ministeriums
24	d2e155518Meyers-1905	Apsis	Kirche
25	d2e169701Meyers-1905	Arcuātenkalk	Juraformation
26	d2e175201Meyers-1905	Ariëtenkalk	Juraformation
27	d2e191861Meyers-1905	Ärztekammern	Ministeriums
28	d2e193068Meyers-1905	Asch [3]	Großen
29	d2e195994Meyers-1905	Asiatisches Departement	russischen Ministeriums
30	d2e223359Meyers-1905	Aufnahme, topographische	Landesaufnahme
31	d2e225407Meyers-1905	Auge [1]	Wirbeltiere
32	d2e237202Meyers-1905	Ausspruch	Vermögens
33	d2e238332Meyers-1905	Austern	Schließmuskels
34	d2e243976Meyers-1905	Avantgarde	Infanterie
35	d2e245699Meyers-1905	Avicŭla contorta-Zone	Triasformation
36	d2e257791Meyers-1905	Baeyer	Generalstabs
37	d2e275775Meyers-1905	Banken	Bank
38	d2e278877Meyers-1905	Bapaume	Prinzen
39	d2e291978Meyers-1905	Bartonische Stufe	Tertiärformation
40	d2e298889Meyers-1905	Bastĭan	königlichen Museen
41	d2e299473Meyers-1905	Basuto	Ostbetschuanen
42	d2e302629Meyers-1905	Bauakademie	Technischen
43	d2e312230Meyers-1905	Bayern	Industrie
44	d2e316269Meyers-1905	Beaugency	Großherzogs
45	d2e329959Meyers-1905	Belfort	Generals
46	d2e338301Meyers-1905	Benkendorf	eignen Kanzlei
47	d2e338727Meyers-1905	Bennigsen	Auswärtigen
48	d2e347393Meyers-1905	Bergkalk	Steinkohlenformation
49	d2e350110Meyers-1905	Beritt	Eskadron
50	d2e353372Meyers-1905	Berner Alpen	Westalpen
51	d2e353881Meyers-1905	Bernhardi	Großen
52	d2e354641Meyers-1905	Bernstein [1]	Hautflügler
53	d2e368776Meyers-1905	Beuth	Finanzministeriums
54	d2e372290Meyers-1905	Bezirk	Staatsgebietes
55	d2e389713Meyers-1905	Birch	Britischen
56	d2e397805Meyers-1905	Björlin	schwedischen Generalstabes
57	d2e403268Meyers-1905	Blättermagen	Magens
58	d2e416834Meyers-1905	Blumner	Akademie
59	d2e422434Meyers-1905	Boas [2]	Field
60	d2e435184Meyers-1905	Bojische Gneisstufe	Laurentischen
61	d2e455309Meyers-1905	Botanische Zentralstelle für die Kolonien	Auswärtigen
62	d2e455309Meyers-1905	Botanische Zentralstelle für die Kolonien	botanischen Museums
63	d2e461530Meyers-1905	Box	Pferdestalles
64	d2e467827Meyers-1905	Brandeis, Eugen	Auswärtigen
65	d2e469177Meyers-1905	Brandpilze	Gesundheitsamtes
66	d2e482829Meyers-1905	Brese-Winiary	Kriegsministeriums
67	d2e485875Meyers-1905	Brief [1]	mohammedanischen Literatur
68	d2e486847Meyers-1905	Brieger	Instituts
69	d2e490554Meyers-1905	Britisches Museum	Sammlung
70	d2e492122Meyers-1905	Bröckelschiefer	untern Buntsandsteins
71	d2e505637Meyers-1905	Brüssel	Handschriften
72	d2e505637Meyers-1905	Brüssel	gedruckten Bücher
73	d2e506455Meyers-1905	Brustflosser	Fische
74	d2e513532Meyers-1905	Buchka	Auswärtigen
75	d2e520995Meyers-1905	Bulgarien	Komitees
76	d2e522497Meyers-1905	Bülow [2]	Großen
77	d2e538613Meyers-1905	Bytschkow	Akademie
78	d2e538613Meyers-1905	Bytschkow	russischen Generalstabs
79	d2e545181Meyers-1905	Calceŏlaschiefer	Devonischen
80	d2e547816Meyers-1905	Callovien	mittlern Juraformation
81	d2e561135Meyers-1905	Caradocsandstein	Silurischen
82	d2e563745Meyers-1905	Carinātae	Vögel
83	d2e584745Meyers-1905	Centrospermae	dikotylen Pflanzen
84	d2e590290Meyers-1905	Chabarowsk	Reichsbank
85	d2e607278Meyers-1905	Chenopodĭazeen	Zentrospermen
86	d2e618362Meyers-1905	Chirotheriumsandstein	Buntsandsteins
87	d2e625519Meyers-1905	Choripetalen	natürlichen Pflanzensystems
88	d2e628055Meyers-1905	Christiansand	Norwegischen
89	d2e641053Meyers-1905	Cistiflōren	Dikotyledonen
90	d2e650821Meyers-1905	Clymenĭenkalk	Devonischen
91	d2e654919Meyers-1905	Cohausen	preußischen Armee
92	d2e656465Meyers-1905	Coler	Kriegsministeriums
93	d2e674724Meyers-1905	Corallien	obern Juraformation
94	d2e675289Meyers-1905	Corda, August Karl Joseph	vaterländischen Museums
95	d2e677087Meyers-1905	Cornbrash	Juraformation
96	d2e678677Meyers-1905	Coronātenschichten	Juraformation
97	d2e680589Meyers-1905	Cortēz, Fernando	Spanier
98	d2e685577Meyers-1905	Courcel	politischen Angelegenheiten
99	d2e705473Meyers-1905	Cyklanthazeen	Spadicifloren
100	d2e706482Meyers-1905	Cyperazeen	Glumifloren
101	d2e717475Meyers-1905	Damerow	Kultusministeriums
102	d2e717511Meyers-1905	Dames	Museums
103	d2e728037Meyers-1905	Dante Alighieri	Gedichts
104	d2e734278Meyers-1905	Daschkow	kaiserlichen Akademie
105	d2e747498Meyers-1905	Dehn	königlichen Bibliothek
106	d2e748801Meyers-1905	Deistersandstein	Wealdenformation
107	d2e750730Meyers-1905	Dekurĭo	Einwohner
108	d2e753359Meyers-1905	Delitzsch [2]	Königlichen
109	d2e764460Meyers-1905	Derwisch	Rifa
110	d2e778575Meyers-1905	Deutsch-französischer Krieg von 1870/71	Großen
111	d2e779165Meyers-1905	Deutschland	Verkehrstruppen
112	d2e793438Meyers-1905	Dicerātenkalke	Juraformation
113	d2e794756Meyers-1905	Diclīnus	Linnéschen
114	d2e796567Meyers-1905	Dieffenbach	Charitékrankenhauses
115	d2e802836Meyers-1905	Dikotyledonen	bedecktsamigen Blütenpflanzen
116	d2e802836Meyers-1905	Dikotyledonen	Pflanzenreiches
117	d2e809163Meyers-1905	Diospyrīnen	Sympetalen
118	d2e809512Meyers-1905	Diözēse	Präfektur
119	d2e823562Meyers-1905	Dogger	Juraformation
120	d2e825605Meyers-1905	Dolgorukij	kaiserlichen Eignen
121	d2e835039Meyers-1905	Doppeltier	Saugwürmer
122	d2e846185Meyers-1905	Draper	Universität
123	d2e851171Meyers-1905	Drenteln	Geheimen
124	d2e852289Meyers-1905	Drewjanen	Polaben
125	d2e853966Meyers-1905	Drömling	in Sachsen
126	d2e868966Meyers-1905	Du Moulin-Eckart	Technischen
127	d2e888150Meyers-1905	Eckhel	antiken Münzen
128	d2e888327Meyers-1905	Eckstein	pädagogischen Seminars
129	d2e891487Meyers-1905	Edhem Pascha	kaiserlichen Hauses
130	d2e893408Meyers-1905	Effekten	Börse
131	d2e915226Meyers-1905	Eisenbahn	französischen Eisenbahnregiments
132	d2e915887Meyers-1905	Eisenbahnamt	englischen Handelsamtes
133	d2e919079Meyers-1905	Eisenbahnrettungssignale	Personenzüge
134	d2e950477Meyers-1905	Elsaß-Lothringen	Reichskanzleramtes
135	d2e950477Meyers-1905	Elsaß-Lothringen	Innern
136	d2e950477Meyers-1905	Elsaß-Lothringen	Großen
137	d2e962909Meyers-1905	Engelbrecht	herzoglichen Krankenhauses
138	d2e963897Meyers-1905	England	Coal
139	d2e969914Meyers-1905	Enkrīnuskalk	obern Muschelkalks
140	d2e970715Meyers-1905	Enomotīe	Spartaner
141	d2e974126Meyers-1905	Entomisschiefer	obern Devonischen
142	d2e975752Meyers-1905	Entwickelungsgeschichte	Tierreichs
143	d2e975752Meyers-1905	Entwickelungsgeschichte	Tierreichs
144	d2e977563Meyers-1905	Eocän	Tertiärformation
145	d2e978231Meyers-1905	Eparchie	Nomarchie
146	d2e978648Meyers-1905	Ephebe	homöomeren Pyrenolichenen
147	d2e997136Meyers-1905	Ericīnen	Sympetalen
148	d2e999489Meyers-1905	Erman	königlichen Museen
149	d2e1004838Meyers-1905	Erysĭphe	Perisporiazeen
150	d2e1012651Meyers-1905	Essenwein	Sammlung
151	d2e1016647Meyers-1905	Etappe	Armeehauptquartiers
152	d2e1020243Meyers-1905	Eucopepŏda	Ruderfüßer
153	d2e1024099Meyers-1905	Eurōpa	mitteleuropäischen Gebirgsbogens
154	d2e1034929Meyers-1905	Expert	neuen Sozialen
155	d2e1042217Meyers-1905	Fabrik- und Handelszeichen	Patentamts
156	d2e1053979Meyers-1905	Falter	Schmetterlinge
157	d2e1060760Meyers-1905	Farne [1]	Gefäßkryptogamen
158	d2e1068653Meyers-1905	Faxekalk	obern Kreideformation
159	d2e1088105Meyers-1905	Ferrēro	militärgeographischen Instituts
160	d2e1095538Meyers-1905	Fettmagen	Magens
161	d2e1101058Meyers-1905	Feuerwerker	Generalstabs
162	d2e1108427Meyers-1905	Filicīnen	Filices
163	d2e1114294Meyers-1905	Finsch	holländischen Reichsmuseums
164	d2e1118441Meyers-1905	Fischerei	kaiserlichen Gesellschaft
165	d2e1119395Meyers-1905	Fischersandwurm	Röhrenwürmer
166	d2e1122232Meyers-1905	Fitzroy [2]	Handelsministeriums
167	d2e1130181Meyers-1905	Flechten [1]	Thallophyten
168	d2e1157013Meyers-1905	Forstverwaltung	Bezirksregierungen
169	d2e1193450Meyers-1905	Friedrich [1]	Relieffrieses
170	d2e1198655Meyers-1905	Fritsch	Museums
171	d2e1198655Meyers-1905	Fritsch	Physiologischen
172	d2e1208442Meyers-1905	Fukoidensandstein	Kambrischen
173	d2e1212747Meyers-1905	Fürbringer	Krankenhauses
174	d2e1217940Meyers-1905	Futschou	chinesischen Flotte
175	d2e1249827Meyers-1905	Gastrolichĕnes	Flechten
176	d2e1251158Meyers-1905	Gau	staatsrechtlichen Einheit
177	d2e1251971Meyers-1905	Gault	untern Kreideformation
178	d2e1255707Meyers-1905	Gebinde	Strähne
179	d2e1265757Meyers-1905	Gehirn	Wirbeltiere
180	d2e1281178Meyers-1905	Generalarzt	Kriegsministeriums
181	d2e1281720Meyers-1905	Generalintendant	Kriegsministeriums
182	d2e1282394Meyers-1905	Generalstab	Generalsekretariats
183	d2e1282890Meyers-1905	Generationswechsel	höhern Pflanzen
184	d2e1282890Meyers-1905	Generationswechsel	Farne
185	d2e1285911Meyers-1905	Gens [1]	Kurien
186	d2e1289185Meyers-1905	Geologische Karten	geschichteten Materials
187	d2e1290204Meyers-1905	Georg [2]	französischen Flotte
188	d2e1293907Meyers-1905	Gerber [2]	Fabrik
189	d2e1297432Meyers-1905	Germanen	Volkes
190	d2e1304127Meyers-1905	Geschlechtskrankheiten	Gesellschaft
191	d2e1319644Meyers-1905	Gewerbekammern	Gewerbe
192	d2e1327627Meyers-1905	Giffen	Handelsamtes
193	d2e1334350Meyers-1905	Gipskeuper	Keupers
194	d2e1338762Meyers-1905	Glaisher	dortigen Observatoriums
195	d2e1339821Meyers-1905	Glarner Alpen	Westalpen
196	d2e1340016Meyers-1905	Glas	Hafens
197	d2e1348279Meyers-1905	Gliederfüßer	durch Kiemen
198	d2e1348843Meyers-1905	Gliedertiere	wirbellosen Tiere
199	d2e1353656Meyers-1905	Glümer	Generalstabes
200	d2e1353702Meyers-1905	Glumifloren	Monokotylen
201	d2e1356694Meyers-1905	Gnetazeen	Gymnospermen
202	d2e1367728Meyers-1905	Goltz [1]	Großen
203	d2e1375388Meyers-1905	Goethe [1]	Weimarer
204	d2e1390041Meyers-1905	Graphideen	Diskolichenen
205	d2e1390582Meyers-1905	Graphische Statik	Polytechnikums
206	d2e1404348Meyers-1905	Griechenland [2]	Kriegsministeriums
207	d2e1409997Meyers-1905	Gritzner	Kaiser
208	d2e1410352Meyers-1905	Grobkalk	Tertiärformation
209	d2e1420237Meyers-1905	Grot	Privatkanzlei
210	d2e1427846Meyers-1905	Grünwedel	Museums
211	d2e1427846Meyers-1905	Grünwedel	archäologischen Gesellschaft
212	d2e1441012Meyers-1905	Günther [2]	Britischen
213	d2e1444881Meyers-1905	Gutenberg-Museum	Museums
214	d2e1449695Meyers-1905	Gymnospérmen	Phanerogamen
215	d2e1461264Meyers-1905	Hahn [4]	Regierung
216	d2e1474793Meyers-1905	Hamburg [1]	Senats
217	d2e1475994Meyers-1905	Hamerik	Peabody
218	d2e1479034Meyers-1905	Hämosporidĭen	Sporozoen
219	d2e1479416Meyers-1905	Hamster	kaiserlichen Gesundheitsamtes
220	d2e1482353Meyers-1905	Handelskammern	Landgerichte
221	d2e1491616Meyers-1905	Hanssen	Generalzoll
222	d2e1500387Meyers-1905	Hartig [1]	Staatsrats
223	d2e1500534Meyers-1905	Hartl	geodätischen Gruppe
224	d2e1509028Meyers-1905	Hauptmuschelkalk	Triasformation
225	d2e1510566Meyers-1905	Häuser	Himmels
226	d2e1530063Meyers-1905	Heim [1]	Innern
227	d2e1541790Meyers-1905	Helvella	Diskomyzeten
228	d2e1541876Meyers-1905	Helvetĭer	Bojer
229	d2e1560166Meyers-1905	Herzog [2]	königlichen Regierung
230	d2e1577796Meyers-1905	Hindersin	Generalstabs
231	d2e1585556Meyers-1905	Historisches Institut	Ecole
232	d2e1585585Meyers-1905	Historische Vereine	Künstlervereins
233	d2e1594415Meyers-1905	Hofmann	königlichen Hof
234	d2e1603490Meyers-1905	Hollen	Admiralität
235	d2e1603690Meyers-1905	Höllenmaschinen	Fasses
236	d2e1603944Meyers-1905	Hollmann	kaiserlichen Admiralität
237	d2e1630618Meyers-1905	Hufeland	Ministeriums
238	d2e1639874Meyers-1905	Hundred	Gaues
239	d2e1643133Meyers-1905	Hurōnen	Irokesen
240	d2e1643195Meyers-1905	Hurōnische Formation	archäischen Formationsgruppe
241	d2e1647990Meyers-1905	Hydnazeen	Hautpilze
242	d2e1648361Meyers-1905	Hydrangēen	Saxifragazeen
243	d2e1649895Meyers-1905	Hydrographie	Reichsmarineamts
244	d2e1650313Meyers-1905	Hydromedūsen	Cölenteraten
245	d2e1662408Meyers-1905	Ideler	Charité
246	d2e1670168Meyers-1905	Imâmiten	Schiiten
247	d2e1687619Meyers-1905	Ingenieurkomitee	technischen Militärkomitees
248	d2e1694222Meyers-1905	Insectivŏra	Handflügler
249	d2e1699091Meyers-1905	Intendantūr	War
250	d2e1706193Meyers-1905	Ionische Inseln	englischen Flotte
251	d2e1708319Meyers-1905	Iridazeen	Liliifloren
252	d2e1710327Meyers-1905	Irmer	Deutschen
253	d2e1710327Meyers-1905	Irmer	Auswärtigen
254	d2e1716893Meyers-1905	Isoëtazeen	Lykopodinen
255	d2e1719006Meyers-1905	Isotypīe	chemischen Systems
256	d2e1719435Meyers-1905	Issue-Department	Bank
257	d2e1728874Meyers-1905	Jachmann	Kriegsministeriums
258	d2e1742034Meyers-1905	Jäschke	Reichsmarineamts
259	d2e1743897Meyers-1905	Java	malaiischen Rasse
260	d2e1743897Meyers-1905	Java	Volkes
261	d2e1759798Meyers-1905	Jolly	Juliushospitals
262	d2e1761153Meyers-1905	Jordan [2]	Reichsministeriums
263	d2e1771506Meyers-1905	Jungermannĭinen	Lebermoose
264	d2e1772694Meyers-1905	Jüngken	königlichen Charité
265	d2e1774348Meyers-1905	Jura [4]	Juraformation
266	d2e1774531Meyers-1905	Jura, deutscher	Juraformation
267	d2e1778970Meyers-1905	Jusufzai	Afghanen
268	d2e1783678Meyers-1905	Käferschnecken	Weichtiere
269	d2e1801350Meyers-1905	Kaltenborn-Stachau	Grof
270	d2e1803011Meyers-1905	Kambrische Formation	kambrischen Formation
271	d2e1807481Meyers-1905	Kampanulinen	Dikotyledonen
272	d2e1813434Meyers-1905	Kaninchen	kaiserlichen Gesundheitsamtes
273	d2e1817883Meyers-1905	Kanzelle	Windlade
274	d2e1836442Meyers-1905	Karpfen [1]	mit Bauchflossen
275	d2e1837525Meyers-1905	Karruformation	Dyas
276	d2e1840066Meyers-1905	Kartograph	preußischen Landesaufnahme
277	d2e1843843Meyers-1905	Kaspisches Meer	Sees
278	d2e1856140Meyers-1905	Kaumagen	Vorderdarmes
279	d2e1856258Meyers-1905	Kaup	Fische
280	d2e1858112Meyers-1905	Kaven	Eisenbahndirektion
281	d2e1861016Meyers-1905	Kehlflosser	Fische
282	d2e1863887Meyers-1905	Kekule von Stradonitz	antiken Skulpturen
283	d2e1868475Meyers-1905	Kenyon	Britischen
284	d2e1876565Meyers-1905	Keuper	Triasformation
285	d2e1879038Meyers-1905	Kiderlen-Wächter	Auswärtigen
286	d2e1881673Meyers-1905	Kiepert	Auswärtigen
287	d2e1887962Meyers-1905	Kinemátik	darstellenden Geometrie
288	d2e1889636Meyers-1905	Kinsbergen	Flotte
289	d2e1918280Meyers-1905	Kner	Hofnaturalienkabinetts
290	d2e1920815Meyers-1905	Knochenfische	Fische
291	d2e1922682Meyers-1905	Knorpelfische	Fische
292	d2e1927273Meyers-1905	Koblenzschichten	Devonischen
293	d2e1931762Meyers-1905	Kohlenkalk	Steinkohlenformation
294	d2e1934034Meyers-1905	Köhler [3]	Auswärtigen
295	d2e1934798Meyers-1905	Kohorte	Infanteriekontingents
296	d2e1936221Meyers-1905	Kokowzew	Departements
297	d2e1936256Meyers-1905	Koks	Teers
298	d2e1942756Meyers-1905	Kolonialabteilung des Auswärtigen Amtes	Auswärtigen
299	d2e1942756Meyers-1905	Kolonialabteilung des Auswärtigen Amtes	Auswärtigen
300	d2e1942773Meyers-1905	Kolonialamt	Auswärtigen
301	d2e1943076Meyers-1905	Kolonialrat	Auswärtigen
302	d2e1943076Meyers-1905	Kolonialrat	Auswärtigen
303	d2e1943093Meyers-1905	Kolonialrecht	Auswärtigen
304	d2e1951266Meyers-1905	Kompanīe	Fußtruppen
305	d2e1951666Meyers-1905	Kompaß	Reichsmarineamts
306	d2e1958531Meyers-1905	Koniferen	Gymnospermen
307	d2e1971251Meyers-1905	Kontorten	Sympetalen
308	d2e1980090Meyers-1905	Korallpolypen	Cölenteraten
309	d2e1983928Meyers-1905	Körnerfresser	Kegelschnäbler
310	d2e1985871Meyers-1905	Körpermaße	zweiten Hauptgruppe
311	d2e1986090Meyers-1905	Korporāl	Kompanie
312	d2e1990691Meyers-1905	Kossel	Physiologischen
313	d2e1993583Meyers-1905	Kotzebue	russischen Senats
314	d2e1997705Meyers-1905	Kramenzelkalk	Devonischen
315	d2e1997768Meyers-1905	Krämer	Polytechnikums
316	d2e2000805Meyers-1905	Krankheit	preußischen Kriegsministeriums
317	d2e2003836Meyers-1905	Kraus	Rudolf
318	d2e2003955Meyers-1905	Krause	Großen
