	EntryID	Headword	genera
25026	d2e646393Meyers-1905	Clavarĭa	Hymenomyzeten
25032	d2e646559Meyers-1905	Clavĭceps	Askomyzeten
25058	d2e647157Meyers-1905	Clematis	Ranunkulazeen
25074	d2e647975Meyers-1905	Cleōme	Kapparidazeen
25076	d2e648037Meyers-1905	Clepsine	Blutegel
25090	d2e648421Meyers-1905	Clerodendron	Verbenazeen
25096	d2e648592Meyers-1905	Clethra	Klethrazeen
25125	d2e649163Meyers-1905	Clione	Ruderschnecken
25138	d2e649473Meyers-1905	Clivĭa [1]	Amaryllidazeen
25187	d2e650508Meyers-1905	Clusĭa	Klusiazeen
25193	d2e650658Meyers-1905	Cluythĭa	Euphorbiazeen
25200	d2e650804Meyers-1905	Clymenĭa	Cephalopoden
25208	d2e650956Meyers-1905	Cneōrum	Kneorazeen
25210	d2e651003Meyers-1905	Cnicus	Kompositen
25239	d2e651509Meyers-1905	Cobaea	Polemoniazeen
25267	d2e652163Meyers-1905	Coccidĭŭm	Sporozoen
25273	d2e652280Meyers-1905	Coccolŏba	Polygonazeen
25295	d2e652785Meyers-1905	Cochlearĭa	Kruziferen
25317	d2e653291Meyers-1905	Cocos	Palmen
25341	d2e653999Meyers-1905	Codĭaeum	Euphorbiazeen
25406	d2e655376Meyers-1905	Coix	Gramineen
25415	d2e655561Meyers-1905	Cola [2]	Sterkuliazeen
25429	d2e655994Meyers-1905	Colchicum	Liliazeen
25461	d2e656882Meyers-1905	Colĕus	Labiaten
25504	d2e658043Meyers-1905	Collēma	Gallertflechten
25523	d2e658644Meyers-1905	Collinsĭa	Skrofulariazeen
25540	d2e659121Meyers-1905	Collozōum	Strahltiere
25553	d2e659445Meyers-1905	Colocasĭa	Arazeen
25558	d2e659557Meyers-1905	Coelogyne	Orchideen
25610	d2e660805Meyers-1905	Colubrīna	Rhamnazeen
25641	d2e661412Meyers-1905	Colutĕa	Leguminosen
25665	d2e661961Meyers-1905	Combrētum	Kombretazeen
25707	d2e662935Meyers-1905	Commelīna	Kommelinazeen
25723	d2e663247Meyers-1905	Commiphŏra	Burserazeen
25909	d2e667240Meyers-1905	Conferva	Ulotrichazeen
25959	d2e668336Meyers-1905	Conĭum	Umbelliferen
26142	d2e672294Meyers-1905	Convallarĭa	Liliazeen
26151	d2e672499Meyers-1905	Convolvŭlus	Konvolvulazeen
26186	d2e673531Meyers-1905	Copaïfĕra	Leguminosen
26191	d2e673710Meyers-1905	Copernicĭa	Palmen
26212	d2e674231Meyers-1905	Coprīnus	Hutpilze
26238	d2e674738Meyers-1905	Corallīna	Rhodophyzeen
26258	d2e675122Meyers-1905	Corchŏrus	Tiliazeen
26275	d2e675499Meyers-1905	Cordĭa	Borraginazeen
26291	d2e675978Meyers-1905	Cordўceps	Askomyzeten
26292	d2e676007Meyers-1905	Cordylĭne	Liliazeen
26293	d2e676071Meyers-1905	Cordylophora	Hydroidpolypen
26301	d2e676260Meyers-1905	Coreópsis	Kompositen
26311	d2e676437Meyers-1905	Corĭandrum	Umbelliferen
26312	d2e676488Meyers-1905	Corĭarĭa	Koriariazeen
26376	d2e678067Meyers-1905	Cornus	Kornazeen
26402	d2e678782Meyers-1905	Coronilla	Leguminosen
26502	d2e681107Meyers-1905	Coryanthes	Orchideen
26503	d2e681133Meyers-1905	Corydălis	Papaverazeen
26505	d2e681212Meyers-1905	Corylopsis	Hamamelidazeen
26508	d2e681285Meyers-1905	Corўpha	Palmen
26510	d2e681351Meyers-1905	Coryphodon	Amblypoden
26538	d2e681874Meyers-1905	Cosmophyllum	Kompositen
26563	d2e682817Meyers-1905	Costus	Zingiberazeen
26591	d2e683335Meyers-1905	Cotonĕaster	Rosazeen
26614	d2e683940Meyers-1905	Cotylĕdon	Krassulazeen
26700	d2e685793Meyers-1905	Couroupita	Lecythidazeen
26808	d2e688423Meyers-1905	Crambe	Kruziferen
26841	d2e689265Meyers-1905	Crassŭla	Krassulazeen
26910	d2e690913Meyers-1905	Crepis	Kompositen
26918	d2e691073Meyers-1905	Crescentia	Bignoniazeen
26996	d2e692641Meyers-1905	Crinum	Amaryllidazeen
27019	d2e693162Meyers-1905	Crithmum	Umbelliferen
27036	d2e693495Meyers-1905	Crocus	Iridazeen
27089	d2e694714Meyers-1905	Crotalarĭa	Leguminosen
27093	d2e694811Meyers-1905	Croton [1]	Euphorbiazeen
27118	d2e695474Meyers-1905	Crozophŏra	Euphorbiazeen
27121	d2e695541Meyers-1905	Crucĭanella	Rubiazeen
27148	d2e696256Meyers-1905	Cryptocarya	Laurazeen
27151	d2e696335Meyers-1905	Cryptomerĭa	Koniferen
27232	d2e697821Meyers-1905	Cuba [2]	Capromys
27232	d2e697821Meyers-1905	Cuba [2]	Solenodon
27252	d2e698507Meyers-1905	Cucumis	Kukurbitazeen
27253	d2e698559Meyers-1905	Cucurbĭta	Kukurbitazeen
27336	d2e700207Meyers-1905	Cumīnum	Umbelliferen
27354	d2e700719Meyers-1905	Cunninghamĭa	Koniferen
27365	d2e700949Meyers-1905	Cuphēa	Lythrazeen
27374	d2e701116Meyers-1905	Cupressus	Koniferen
27390	d2e701590Meyers-1905	Curculigo	Amaryllidazeen
27392	d2e701649Meyers-1905	Curcŭma	Zingiberazeen
27438	d2e702764Meyers-1905	Cuscŭta	Konvolvulazeen
27446	d2e703021Meyers-1905	Cusparĭa	Rutazeen
27518	d2e704648Meyers-1905	Cyathĕa	Cyatheazeen
27528	d2e704866Meyers-1905	Cycas	Cykadazeen
27531	d2e704943Meyers-1905	Cyclāmen	Primulazeen
27532	d2e705032Meyers-1905	Cyclanthēra	Kukurbitazeen
27539	d2e705171Meyers-1905	Cycloptĕris	Farne
27560	d2e705651Meyers-1905	Cymbalarĭa	Skrofulariazeen
27562	d2e705705Meyers-1905	Cymbidĭum	Orchideen
27576	d2e706011Meyers-1905	Cynanchum	Asklepiadazeen
27577	d2e706054Meyers-1905	Cynăra	Kompositen
27585	d2e706237Meyers-1905	Cynōdon	Gramineen
27586	d2e706273Meyers-1905	Cynoglossum	Borraginazeen
27587	d2e706302Meyers-1905	Cynomorĭum	Balanophorazeen
27592	d2e706404Meyers-1905	Cynosūrus	Gramineen
27602	d2e706804Meyers-1905	Cypĕrus	Cyperazeen
27618	d2e707232Meyers-1905	Cypripedĭum	Orchideen
27632	d2e707611Meyers-1905	Cyrtanthus	Amaryllidazeen
27648	d2e707897Meyers-1905	Cystococcus	Protokokkazeen
27657	d2e708046Meyers-1905	Cystoptĕris	Polypodiazeen
27658	d2e708094Meyers-1905	Cystōpus	Peronosporeen
27666	d2e708244Meyers-1905	Cytĭnus	Rafflesiazeen
27667	d2e708280Meyers-1905	Cytĭsus	Leguminosen
27673	d2e708436Meyers-1905	Cyttarĭa	Askomyzeten
27811	d2e712209Meyers-1905	Dacrydĭum	Koniferen
27814	d2e712284Meyers-1905	Dactўlis	Gramineen
27861	d2e713381Meyers-1905	Dahlĭa [1]	Georgina
27933	d2e714930Meyers-1905	Dalbergĭa	Leguminosen
27936	d2e715016Meyers-1905	Dalechampĭa	Euphorbiazeen
28351	d2e729325Meyers-1905	Daphne [1]	Thymeläazeen
28435	d2e731269Meyers-1905	Darlingtonĭa	Sarraceniazeen
28559	d2e734944Meyers-1905	Datisca	Datiskazeen
28578	d2e735354Meyers-1905	Datūra	Solanazeen
29179	d2e749974Meyers-1905	Deklaration	Waren
29179	d2e749974Meyers-1905	Deklaration	Waren
29222	d2e750890Meyers-1905	Delabechĭa	Sterkuliazeen
29361	d2e754551Meyers-1905	Delphinĭum	Ranunkulazeen
29511	d2e758003Meyers-1905	Dendrobĭum	Orchideen
29522	d2e758229Meyers-1905	Dendrosicўos	Kukurbitazeen
29643	d2e760675Meyers-1905	Depazea	Pyrenomyzeten
29922	d2e767208Meyers-1905	Desmodĭum	Leguminosen
29927	d2e767316Meyers-1905	Desmoncus	Palmen
30141	d2e771843Meyers-1905	Deutsche Literatur	ritterlichen Epik
30141	d2e771843Meyers-1905	Deutsche Literatur	Romanliteratur
30242	d2e784959Meyers-1905	Deutzĭa	Saxifragazeen
30537	d2e791603Meyers-1905	Diaptŏmus	Ruderfüßer
30604	d2e793343Meyers-1905	Dicentra	Papaverazeen
30642	d2e794341Meyers-1905	Dickfuß [2]	Regenpfeifer
30669	d2e794888Meyers-1905	Dictamnus	Rutazeen
30681	d2e795117Meyers-1905	Dicynŏdon	anomodonten Theromorphen
30682	d2e795137Meyers-1905	Dicypellĭum	Laurazeen
30731	d2e796611Meyers-1905	Dieffenbachĭa	Arazeen
30827	d2e798477Meyers-1905	Diërvilla	Kaprifoliazeen
30953	d2e801949Meyers-1905	Digitālis	Skrofulariazeen
31038	d2e803731Meyers-1905	Dillenĭa	Dilleniazeen
31207	d2e807713Meyers-1905	Dionaea	Droserazeen
31237	d2e808845Meyers-1905	Dioscorĕa	Dioskoreazeen
31245	d2e809055Meyers-1905	Diósma	Rutazeen
31251	d2e809181Meyers-1905	Diospўros	Ebenazeen
31287	d2e810206Meyers-1905	Diplacodon	Huftiere
31330	d2e811142Meyers-1905	Dipsăcus	Dipsakazeen
31337	d2e811322Meyers-1905	Diptĕrocarpus	Dipterokarpazeen
31341	d2e811400Meyers-1905	Diptĕryx	Leguminosen
31347	d2e811548Meyers-1905	Dirca	Thymeläazeen
31399	d2e812557Meyers-1905	Dischidĭa	Asklepiadazeen
31792	d2e820845Meyers-1905	Döbel [1]	Karpfen
31880	d2e822782Meyers-1905	Dodecatheon	Primulazeen
31964	d2e825156Meyers-1905	Dolchzahn	Katzen
31996	d2e825856Meyers-1905	Dolĭchos [1]	Leguminosen
32225	d2e831343Meyers-1905	Donĭa	Leguminosen
32372	d2e834686Meyers-1905	Doppelschleiche	Ringelechsen
32444	d2e836204Meyers-1905	Dorĕma	Umbelliferen
32504	d2e837505Meyers-1905	Dorneidechse	Agamen
32519	d2e837812Meyers-1905	Dornschwanz	Agamen
32528	d2e837984Meyers-1905	Doronīcum	Kompositen
32551	d2e838516Meyers-1905	Dorstenĭa	Morazeen
32595	d2e839532Meyers-1905	Dotter [1]	Camelina
32702	d2e841991Meyers-1905	Dracaena	Liliazeen
32705	d2e842116Meyers-1905	Drache [2]	Agamen
32738	d2e843073Meyers-1905	Dracocephălum	Labiaten
32741	d2e843155Meyers-1905	Dracontĭum	Arazeen
32833	d2e845354Meyers-1905	Drama [1]	Poesie
32968	d2e848952Meyers-1905	Dreieckmuschel	Tellmuscheln
32970	d2e848992Meyers-1905	Dreieckskopf	Grubenottern
33142	d2e853107Meyers-1905	Drimys	Magnoliazeen
33194	d2e854155Meyers-1905	Dronte	Taubenvögel
33203	d2e854436Meyers-1905	Drosĕra	Droserazeen
33209	d2e854576Meyers-1905	Drosophyllum	Droserazeen
33212	d2e854644Meyers-1905	Drossel [2]	Sperlingsvögel
33350	d2e857979Meyers-1905	Drüsenstrauch	Jatropha
33367	d2e858321Meyers-1905	Dryas	Rosazeen
33371	d2e858530Meyers-1905	Dryobalănops	Dipterokarpazeen
33374	d2e858600Meyers-1905	Dryopithēcus	Anthropomorphen
33563	d2e862696Meyers-1905	Duboisĭa	Solanazeen
33673	d2e865849Meyers-1905	Dugong	Seekühe
33842	d2e870811Meyers-1905	Dungfliege	Fliegen
34104	d2e876574Meyers-1905	Durĭo	Bombakazeen
34445	d2e884653Meyers-1905	Eberwurz	Carlina
34490	d2e885536Meyers-1905	Ecballĭŭm	Kukurbitazeen
34506	d2e885807Meyers-1905	Eccremocarpus	Bignoniazeen
34536	d2e886460Meyers-1905	Echinocactus	Kakteen
34537	d2e886502Meyers-1905	Echinocerĕus	Kakteen
34543	d2e886638Meyers-1905	Echīnops	Kompositen
34544	d2e886671Meyers-1905	Echinopsis	Kakteen
34552	d2e886840Meyers-1905	Echītes	Apocynazeen
34553	d2e886879Meyers-1905	Echĭum	Borraginazeen
34602	d2e887998Meyers-1905	Eckflügler	Tagfalter
34766	d2e893306Meyers-1905	Efeu	Hedera
34978	d2e898880Meyers-1905	Ehrenpreis	Veronica
35036	d2e900253Meyers-1905	Eiche	Fagazeen
35072	d2e901542Meyers-1905	Eichhörnchen	Nagetiere
35106	d2e902739Meyers-1905	Eiderente	Zahnschnäbler
35154	d2e903817Meyers-1905	Eierwespe	Proktotrupiden
35231	d2e905879Meyers-1905	Eimerĭa	Sporozoen
35785	d2e922679Meyers-1905	Eisenhut [1]	Aconitum
35806	d2e923297Meyers-1905	Eisenkraut	Verbena
35986	d2e927205Meyers-1905	Eisvogel [1]	Klettervögel
36101	d2e929874Meyers-1905	Elaeagnus	Eläagnazeen
36110	d2e930098Meyers-1905	Elāēis	Palmen
36125	d2e930421Meyers-1905	Elaphomȳces	Askomyzeten
36211	d2e932645Meyers-1905	Elefant	Rüsseltiere
36485	d2e944743Meyers-1905	Elen	Hirsche
36502	d2e945135Meyers-1905	Elettarĭa	Zingiberazeen
36503	d2e945168Meyers-1905	Eleusine	Gramineen
36687	d2e949993Meyers-1905	Elodĕa	Hydrocharitazeen
36729	d2e951355Meyers-1905	Elster [1]	Raben
36783	d2e952384Meyers-1905	Elўmus	Gramineen
36828	d2e953591Meyers-1905	Embelĭa	Myrsinazeen
36952	d2e956740Meyers-1905	Empĕtrum	Empetrazeen
37004	d2e957870Meyers-1905	Empūsa [1]	Entomophthoreen
37024	d2e958329Meyers-1905	Emu	Kasuare
37054	d2e959082Meyers-1905	Encephalartos	Cykadazeen
37199	d2e963055Meyers-1905	Engelhardtĭa	Juglandazeen
37252	d2e965409Meyers-1905	Englische Literatur	realen Naturbeschreibung
37415	d2e971582Meyers-1905	Entada	Leguminosen
37433	d2e972103Meyers-1905	Entelodon	Huftiere
37641	d2e976881Meyers-1905	Enzian	Gentiana
37668	d2e977977Meyers-1905	Epacris	Epakridazeen
37705	d2e978723Meyers-1905	Ephĕdra	Gnetazeen
37718	d2e979058Meyers-1905	Ephen	Hedera
37765	d2e979956Meyers-1905	Epigaea	Erikazeen
37794	d2e980667Meyers-1905	Epilobĭum	Onagrazeen
37798	d2e980748Meyers-1905	Epimedĭum	Berberidazeen
37824	d2e981284Meyers-1905	Epiphyllum	Kakteen
37832	d2e981633Meyers-1905	Epische Dichtung	Poesie
37832	d2e981633Meyers-1905	Epische Dichtung	Poesie
37905	d2e983255Meyers-1905	Epos	Epischen
37960	d2e984596Meyers-1905	Eragróstis	Gramineen
37964	d2e984686Meyers-1905	Eranthis	Ranunkulazeen
38067	d2e987581Meyers-1905	Erbse	Leguminosen
38119	d2e988931Meyers-1905	Erdbeerbaum	Arbutus
38121	d2e988971Meyers-1905	Erdbeere	Rosazeen
38123	d2e989144Meyers-1905	Erdbeerspinat	Chenopodium
38238	d2e993674Meyers-1905	Erdrauch	Fumaria
38249	d2e993875Meyers-1905	Erdscheibe	Cyclamen
38256	d2e994001Meyers-1905	Erdschwein	Zahnlücker
38309	d2e994999Meyers-1905	Eremurus	Liliazeen
38385	d2e996723Meyers-1905	Erĭanthus	Gramineen
38386	d2e996761Meyers-1905	Erīca	Erikazeen
38405	d2e997388Meyers-1905	Erigēron	Kompositen
38420	d2e997823Meyers-1905	Eriobotrўa	Rosazeen
38424	d2e997916Meyers-1905	Eriodictyon	Hydrophyllazeen
38428	d2e997991Meyers-1905	Eriophŏrum	Cyperazeen
38439	d2e998177Meyers-1905	Erithalis	Rubiazeen
38477	d2e999053Meyers-1905	Erle [1]	Betulazeen
38547	d2e1001480Meyers-1905	Erodĭum	Geraniazeen
38658	d2e1003972Meyers-1905	Erūca	Kruziferen
38694	d2e1004677Meyers-1905	Eryngĭum	Umbelliferen
38703	d2e1004995Meyers-1905	Erythraea	Gentianazeen
38710	d2e1005246Meyers-1905	Erythrĭna	Leguminosen
38716	d2e1005425Meyers-1905	Erythrophloeum	Leguminosen
38722	d2e1005567Meyers-1905	Erythroxўlon	Erythroxylazeen
38727	d2e1005741Meyers-1905	Erzählung	Verserzählung
38813	d2e1008061Meyers-1905	Esche	Oleazeen
38835	d2e1008593Meyers-1905	Eschscholtzĭa	Papaverazeen
38946	d2e1011037Meyers-1905	Esparsette	Onobrychis
39274	d2e1019631Meyers-1905	Eucalyptus	Myrtazeen
39277	d2e1019894Meyers-1905	Euchăris	Amaryllidazeen
39284	d2e1020054Meyers-1905	Euchlaena	Gramineen
39291	d2e1020204Meyers-1905	Euclēa	Ebenazeen
39313	d2e1020807Meyers-1905	Eugenĭa	Myrtazeen
39317	d2e1021041Meyers-1905	Euglēna	Flagellaten
39318	d2e1021067Meyers-1905	Euglypha	Rhizopoden
39382	d2e1022859Meyers-1905	Eupatorĭum	Kompositen
39394	d2e1023132Meyers-1905	Euphorbĭa	Euphorbiazeen
39402	d2e1023508Meyers-1905	Euphrasĭa	Skrofulariazeen
39448	d2e1025812Meyers-1905	Eurotĭum	Aspergillus
39489	d2e1026680Meyers-1905	Eutérpe [1]	Palmen
39582	d2e1028573Meyers-1905	Evernĭa	Diskolichenen
39623	d2e1029426Meyers-1905	Evonўmus	Celastrazeen
39706	d2e1031202Meyers-1905	Excoecarĭa	Euphorbiazeen
39829	d2e1033830Meyers-1905	Exoascus	Taphrina
39838	d2e1033982Meyers-1905	Exogonĭum	Konvolvulazeen
39860	d2e1034396Meyers-1905	Exostema	Rubiazeen
40124	d2e1040306Meyers-1905	Fabel	Poesie
40131	d2e1040582Meyers-1905	Fabĭana	Solanazeen
40277	d2e1044465Meyers-1905	Fadenfisch	Labyrinthfische
40298	d2e1044986Meyers-1905	Fagara	Rutazeen
40307	d2e1045213Meyers-1905	Fagonĭa	Zygophyllazeen
40912	d2e1060760Meyers-1905	Farne [1]	Niphobolus
40947	d2e1062289Meyers-1905	Farsetĭa	Kruziferen
40980	d2e1063054Meyers-1905	Fasel [1]	Dolichos
41072	d2e1065374Meyers-1905	Fatsĭa	Araliazeen
41400	d2e1073838Meyers-1905	Feilenmuschel	Monomyarier
41918	d2e1087223Meyers-1905	Ferolĭa	Rosazeen
41919	d2e1087250Meyers-1905	Feronĭa [1]	Rutazeen
42024	d2e1089884Meyers-1905	Ferŭla	Umbelliferen
42087	d2e1092492Meyers-1905	Festūca [2]	Gramineen
42164	d2e1095443Meyers-1905	Fettkraut	Pinguicula
42421	d2e1103121Meyers-1905	Fichte [1]	Koniferen
42462	d2e1104626Meyers-1905	Ficus	Morazeen
42744	d2e1111689Meyers-1905	Fingerhut	Digital
42754	d2e1111881Meyers-1905	Fingertiere	Chiromys
42774	d2e1112278Meyers-1905	Fink [1]	Sperlingsvögel
43020	d2e1121622Meyers-1905	Fistulīna	Polyporeen
43045	d2e1122270Meyers-1905	Fitzroya	Koniferen
43117	d2e1124158Meyers-1905	Flachmalerei	dekorativen Malerei
43142	d2e1125083Meyers-1905	Flacourtĭa	Flakourtiazeen
43353	d2e1130181Meyers-1905	Flechten [1]	Chroolepus
43353	d2e1130181Meyers-1905	Flechten [1]	Cladonia
43530	d2e1135047Meyers-1905	Fliegender Fisch [2]	Pharyngognathi
43669	d2e1138562Meyers-1905	Florfliege	Netzflügler
43704	d2e1139357Meyers-1905	Flösselhecht	Polypterus
43721	d2e1139850Meyers-1905	Flötenvogel	Raben
43781	d2e1141162Meyers-1905	Flüevogel	Sperlingsvögel
43786	d2e1141365Meyers-1905	Flugbeutler	Beuteltiere
43803	d2e1141721Meyers-1905	Flügeleiche	Dryobalanops
43806	d2e1141778Meyers-1905	Flügelfrucht	Pterocarpus
43839	d2e1142433Meyers-1905	Flughuhn	Hühnervögel
43941	d2e1144973Meyers-1905	Flußkrebs	Scherenkrebse
43949	d2e1145219Meyers-1905	Flußpferd	Huftiere
44119	d2e1148826Meyers-1905	Fomes	Polyporus
44136	d2e1149151Meyers-1905	Foenicŭlum	Umbelliferen
44170	d2e1149954Meyers-1905	Fontinālis	Pleurokarpen
44585	d2e1160918Meyers-1905	Fouquierĭa	Tamarikazeen
44593	d2e1161134Meyers-1905	Fourcroya	Amaryllidazeen
44768	d2e1166129Meyers-1905	Frankenĭa	Frankeniazeen
45060	d2e1183362Meyers-1905	Freesĭa	Iridazeen
45067	d2e1183504Meyers-1905	Fregattenvogel	Schwimmvögel
45341	d2e1191003Meyers-1905	Freycinetĭa	Pandanazeen
45559	d2e1198610Meyers-1905	Fritillarĭa	Liliazeen
45646	d2e1200730Meyers-1905	Froschbiß	Hydrocharis
45838	d2e1205971Meyers-1905	Fuchsĭa	Onagrazeen
45851	d2e1206319Meyers-1905	Fuchsschwanz	Alopecurus
46019	d2e1210096Meyers-1905	Fumāgo	Askomyzeten
46021	d2e1210146Meyers-1905	Fumarĭa	Papaverazeen
46154	d2e1213005Meyers-1905	Furchtkäfer	Blattkäfer
46544	d2e1223169Meyers-1905	Gaillardĭa	Kompositen
46602	d2e1224384Meyers-1905	Galanthus	Amaryllidazeen
46613	d2e1224718Meyers-1905	Galatea	Dekapoden
46622	d2e1224937Meyers-1905	Galax	Diapensiazeen
46639	d2e1225472Meyers-1905	Galēga	Leguminosen
46655	d2e1225810Meyers-1905	Galĕopsis	Labiaten
46694	d2e1226824Meyers-1905	Galinsoga	Kompositen
46705	d2e1227084Meyers-1905	Galĭum	Rubiazeen
46860	d2e1232366Meyers-1905	Galtonia	Liliazeen
47043	d2e1237455Meyers-1905	Gänsefuß	Chenopodium
47131	d2e1239387Meyers-1905	Garcinĭa	Guttiferen
47154	d2e1239959Meyers-1905	Gardenĭa	Rubiazeen
47327	d2e1245063Meyers-1905	Gartensänger	Sperlingsvögel
47591	d2e1251891Meyers-1905	Gauklerblume	Mimulus
47596	d2e1251988Meyers-1905	Gaultherĭa	Erikazeen
48136	d2e1268703Meyers-1905	Geierfalke	Falken
48188	d2e1270089Meyers-1905	Geißblatt	Lonicera
48202	d2e1270368Meyers-1905	Geißfuß [1]	Aegopodium
48208	d2e1270489Meyers-1905	Geissospermum	Apocynazeen
48418	d2e1276243Meyers-1905	Gellert	Fabel
48431	d2e1276567Meyers-1905	Gelsemĭum	Loganiazeen
48760	d2e1284718Meyers-1905	Genista	Leguminosen
48805	d2e1286391Meyers-1905	Gentiāna	Gentianazeen
48898	d2e1289915Meyers-1905	Geonoma	Palmen
48939	d2e1291566Meyers-1905	Georgīna	Kompositen
48974	d2e1292348Meyers-1905	Gepard	Raubtiere
49004	d2e1293308Meyers-1905	Geranĭum [1]	Geraniazeen
49232	d2e1299910Meyers-1905	Gerste	Gramineen
49232	d2e1299910Meyers-1905	Gerste	Zeocriton
49344	d2e1302998Meyers-1905	Geschichte	Historiographie
49545	d2e1311462Meyers-1905	Gesnēria	Gesneriazeen
49700	d2e1316809Meyers-1905	Gēum	Rosazeen
49970	d2e1325074Meyers-1905	Gibbon [1]	Anthropomorphen
50106	d2e1329881Meyers-1905	Giftstachelfisch	Stachelflosser
50173	d2e1331620Meyers-1905	Gilĭa	Polemoniazeen
50230	d2e1332886Meyers-1905	Ginkgo	Koniferen
50308	d2e1335337Meyers-1905	Girardinĭa	Urtikazeen
50438	d2e1338411Meyers-1905	Gladíolus	Iridazeen
50471	d2e1339271Meyers-1905	Glanzgras	Phalaris
50666	d2e1344651Meyers-1905	Glaux	Primulazeen
50677	d2e1344884Meyers-1905	Glechōma	Labiaten
50680	d2e1344951Meyers-1905	Gleditschĭa	Leguminosen
50722	d2e1346788Meyers-1905	Gleiße	Aethusa
50859	d2e1350646Meyers-1905	Glockenblume	Campanula
51007	d2e1353999Meyers-1905	Glycerĭa	Gramineen
51014	d2e1354162Meyers-1905	Glycyrrhīza	Leguminosen
51097	d2e1356201Meyers-1905	Gnaphalĭum	Kompositen
51115	d2e1356752Meyers-1905	Gnetum	Gnetazeen
51129	d2e1357041Meyers-1905	Gnomonĭa	Askomyzeten
51191	d2e1358755Meyers-1905	Godetĭa	Onagrazeen
51434	d2e1364952Meyers-1905	Goldrute	Solidago
51486	d2e1366471Meyers-1905	Goldwurz	Chelidonium
51577	d2e1368625Meyers-1905	Gomphrēna	Amarantazeen
51620	d2e1369714Meyers-1905	Gonolŏbus	Asklepiadazeen
51970	d2e1379784Meyers-1905	Gourliēa	Leguminosen
52372	d2e1390096Meyers-1905	Graphis	Krustenflechten
52372	d2e1390096Meyers-1905	Graphis	Chroolepus
52469	d2e1393315Meyers-1905	Gratiŏla	Skrofulariazeen
52862	d2e1403039Meyers-1905	Grias	Lecythidazeen
52966	d2e1409080Meyers-1905	Grindelĭa	Kompositen
53455	d2e1424782Meyers-1905	Gründling	Karpfen
53685	d2e1429839Meyers-1905	Guajācum	Zygophyllazeen
53764	d2e1432305Meyers-1905	Guazūma	Sterkuliazeen
53924	d2e1436469Meyers-1905	Guinēa	Hyphaene
53958	d2e1437686Meyers-1905	Guizotĭa	Kompositen
54080	d2e1440606Meyers-1905	Gunnēra	Halorrhagidazeen
54162	d2e1442487Meyers-1905	Gürtelechse	Eidechsen
54173	d2e1442702Meyers-1905	Gürteltier	Zahnlücker
