	EntryID	Headword	genera
54173	d2e1442702Meyers-1905	Gürteltier	Euphractes
54406	d2e1448697Meyers-1905	Gymnadenĭa	Orchidazeen
54415	d2e1449379Meyers-1905	Gymnēma	Asklepiadazeen
54420	d2e1449487Meyers-1905	Gymnoclādus	Leguminosen
54445	d2e1449972Meyers-1905	Gynerĭum	Gramineen
54464	d2e1450394Meyers-1905	Gypsophĭla	Karyophyllazeen
54546	d2e1452913Meyers-1905	Haarmücke	Mücken
54622	d2e1454663Meyers-1905	Habicht [1]	Raubvögel
54776	d2e1458257Meyers-1905	Hafer	Gramineen
54826	d2e1459619Meyers-1905	Hagedorn [1]	Mespilus
54855	d2e1460416Meyers-1905	Hagenĭa	Rosazeen
54886	d2e1461089Meyers-1905	Häher	Sperlingsvögel
54897	d2e1461543Meyers-1905	Hahnenfuß	Ranunculus
54899	d2e1461580Meyers-1905	Hahnenkamm [1]	Celosia
54955	d2e1463038Meyers-1905	Hainbinse	Luzula
54956	d2e1463060Meyers-1905	Hainbuche	Betulazeen
55197	d2e1468116Meyers-1905	Halesĭa	Styrakazeen
55230	d2e1468922Meyers-1905	Halimodéndron	Leguminosen
55318	d2e1471480Meyers-1905	Halobĭenschichten	Halobia
55334	d2e1471773Meyers-1905	Haloxўlon	Chenopodiazeen
55400	d2e1473172Meyers-1905	Halymenĭa	Rotalgen
55400	d2e1473172Meyers-1905	Halymenĭa	Schizymenia
55419	d2e1473670Meyers-1905	Haemamoeba	Hämosporidien
55422	d2e1473743Meyers-1905	Haemanthus	Amaryllidazeen
55463	d2e1474587Meyers-1905	Haematoxўlon	Leguminosen
55545	d2e1477680Meyers-1905	Hammerfisch	Menschenhaie
55641	d2e1479956Meyers-1905	Hancornĭa	Apocynazeen
55874	d2e1487666Meyers-1905	Handwühle	Ringelechsen
55882	d2e1487910Meyers-1905	Hanf [1]	Morazeen
55891	d2e1488347Meyers-1905	Hänfling	Finken
56332	d2e1500347Meyers-1905	Hartheu	Hypericum
56466	d2e1503879Meyers-1905	Haselstrauch	Betulazeen
56469	d2e1504057Meyers-1905	Haselwurz	Asarum
56647	d2e1507900Meyers-1905	Hauhechel	Ononis
56814	d2e1511567Meyers-1905	Hauslaub	Sempervivum
56878	d2e1513412Meyers-1905	Hauswurz	Sempervivum
57135	d2e1520960Meyers-1905	Hecht [1]	Edelfische
57195	d2e1522137Meyers-1905	Hedeōma	Labiaten
57196	d2e1522163Meyers-1905	Hedĕra	Araliazeen
57315	d2e1525705Meyers-1905	Heide [2]	Erica
57331	d2e1526017Meyers-1905	Heidekraut	Calluna
57714	d2e1536692Meyers-1905	Heleocharis	Cyperazeen
57733	d2e1537198Meyers-1905	Helianthĕmum	Zistazeen
57735	d2e1537246Meyers-1905	Helĭanthus	Kompositen
57738	d2e1537378Meyers-1905	Helichrўsum	Kompositen
57741	d2e1537517Meyers-1905	Heliconĭa	Musazeen
57742	d2e1537543Meyers-1905	Helicoprion Bessonowi	Haifische
57742	d2e1537543Meyers-1905	Helicoprion Bessonowi	Edestus
57775	d2e1538422Meyers-1905	Heliotropĭum	Asperifoliazeen
57805	d2e1539113Meyers-1905	Hellebŏrus	Ranunkulazeen
57957	d2e1542674Meyers-1905	Hemidésmus	Asklepiadazeen
58131	d2e1546468Meyers-1905	Hepatĭca	Ranunkulazeen
58171	d2e1547281Meyers-1905	Heraclĕum	Umbelliferen
58314	d2e1551465Meyers-1905	Hering [1]	Edelfische
58334	d2e1552025Meyers-1905	Heritĭera	Sterkuliazeen
58470	d2e1555364Meyers-1905	Herŏisch	Landschaftsmalerei
58911	d2e1566888Meyers-1905	Hevēa	Euphorbiazeen
59031	d2e1569779Meyers-1905	Hibiscus	Malvazeen
59071	d2e1570694Meyers-1905	Hiëracĭum	Kompositen
59083	d2e1571037Meyers-1905	Hierochloë	Gramineen
59426	d2e1580091Meyers-1905	Hippeastrum	Amaryllidazeen
59463	d2e1580886Meyers-1905	Hippomane	Euphorbiazeen
59471	d2e1581040Meyers-1905	Hippophaë	Eläagnazeen
59484	d2e1581280Meyers-1905	Hippūris	Halorrhagidazeen
59531	d2e1582253Meyers-1905	Hirsch [1]	Paarzeher
59542	d2e1582945Meyers-1905	Hirscheber	Paarzeher
59555	d2e1583264Meyers-1905	Hirschkäfer	Blatthörner
59579	d2e1583787Meyers-1905	Hirse	Gramineen
59582	d2e1583947Meyers-1905	Hirsegras	Milium
59597	d2e1584207Meyers-1905	Hirtenstar	Sperlingsvögel
60206	d2e1600532Meyers-1905	Hohlrüßler	Rüsselkäfer
60251	d2e1601564Meyers-1905	Holarrhēna	Apocynazeen
60263	d2e1602017Meyers-1905	Holcus	Gramineen
60408	d2e1605481Meyers-1905	Holunder	Sambucus
60807	d2e1616100Meyers-1905	Hopea	Dipterokarpazeen
60813	d2e1616234Meyers-1905	Hopfen [1]	Morazeen
60986	d2e1620596Meyers-1905	Hornhecht	Knochenfische
61013	d2e1621131Meyers-1905	Hornrachen	Klettervögel
61172	d2e1624452Meyers-1905	Hosta	Liliazeen
61245	d2e1626176Meyers-1905	Hovenĭa	Rhamnazeen
61261	d2e1626768Meyers-1905	Hoya [1]	Asklepiadazeen
61433	d2e1630996Meyers-1905	Huflattich	Tussilago
61483	d2e1633244Meyers-1905	Huhn	Hühnervögel
61621	d2e1637263Meyers-1905	Hummel [1]	Hautflügler
61634	d2e1637670Meyers-1905	Humoreske	Phantasiestücke
61652	d2e1638207Meyers-1905	Hund [2]	Windhunde
61697	d2e1640091Meyers-1905	Hundsfisch	Edelfische
61816	d2e1642833Meyers-1905	Hura	Euphorbiazeen
61978	d2e1647038Meyers-1905	Hyacinthus	Liliazeen
61988	d2e1647253Meyers-1905	Hyalonēma	Kieselschwämme
62013	d2e1647819Meyers-1905	Hydatīna	Rädertiere
62036	d2e1648318Meyers-1905	Hydrangĕa L.	Saxifragazeen
62042	d2e1648530Meyers-1905	Hydrastis	Ranunkulazeen
62152	d2e1651146Meyers-1905	Hydrosme	Arazeen
62220	d2e1652733Meyers-1905	Hymenaea	Leguminosen
62238	d2e1653216Meyers-1905	Hyoscyămus	Solanazeen
62274	d2e1654131Meyers-1905	Hyperĭcum	Guttiseren
62314	d2e1654897Meyers-1905	Hyphaene	Palmen
62332	d2e1655445Meyers-1905	Hypnum	pleurokarpen Moose
62438	d2e1657535Meyers-1905	Hyssōpus	Labiaten
62502	d2e1659164Meyers-1905	Ibēris	Kruziferen
62588	d2e1661082Meyers-1905	Ichthyophthirĭus	holotrichen Infusorien
62598	d2e1661249Meyers-1905	Icĭca	Protium
62610	d2e1661485Meyers-1905	Ictitherĭum	Zibetkatzen
62709	d2e1663781Meyers-1905	Idus [2]	Karpfen
62710	d2e1663798Meyers-1905	Idyll	Poesie
62770	d2e1665050Meyers-1905	Iguanŏdon	Dinosaurier
62854	d2e1666648Meyers-1905	Ilex	Aquifoliazeen
62915	d2e1667902Meyers-1905	Illicĭum	Magnoliazeen
62927	d2e1668241Meyers-1905	Illipe	Sapotazeen
63124	d2e1672914Meyers-1905	Impatĭens	Balsaminazeen
63134	d2e1673147Meyers-1905	Imperāta	Gramineen
63419	d2e1679478Meyers-1905	Indigofera	Leguminosen
63709	d2e1686917Meyers-1905	Inga	Leguminosen
63714	d2e1687078Meyers-1905	Ingber	Zingiber
63748	d2e1687874Meyers-1905	Inger [1]	Rundmäuler
63787	d2e1688793Meyers-1905	Ingwer	Zingiber
64369	d2e1703076Meyers-1905	Intsĭa	Leguminosen
64379	d2e1703291Meyers-1905	Inŭla	Kompositen
64537	d2e1707010Meyers-1905	Ipomoea	Konvolvulazeen
64582	d2e1708051Meyers-1905	Iresīne	Amarantazeen
64588	d2e1708246Meyers-1905	Iriartēa	Palmen
64600	d2e1708640Meyers-1905	Iris [1]	Iridazeen
64700	d2e1712103Meyers-1905	Irvingĭa	Simarubazeen
64741	d2e1713154Meyers-1905	Isătis [1]	Kruziferen
64879	d2e1716942Meyers-1905	Isoëtes	Familie
65037	d2e1720531Meyers-1905	Italĭen	echten Eidechsen
65140	d2e1727878Meyers-1905	Ixĭa	Iridazeen
65145	d2e1727964Meyers-1905	Ixōra	Rubiazeen
65178	d2e1728728Meyers-1905	Jacaranda	Bignoniazeen
65465	d2e1736279Meyers-1905	Jambōsa	Myrtazeen
65579	d2e1741071Meyers-1905	Japarandiba	Lecythidiazeen
65631	d2e1742114Meyers-1905	Jasmīn	Jasminum
65636	d2e1742268Meyers-1905	Jasmīnum	Oleazeen
65676	d2e1743080Meyers-1905	Jātropha	Euphorbiazeen
65677	d2e1743152Meyers-1905	Jatrorrhiza	Menispermazeen
66011	d2e1752449Meyers-1905	Joannesĭa	Euphorbiazeen
66175	d2e1757252Meyers-1905	Johannisbeerstrauch	Gattung
66207	d2e1757941Meyers-1905	Johanniswürmchen	Weichkäfer
66294	d2e1760739Meyers-1905	Jonson	Masken
66427	d2e1764330Meyers-1905	Jubāēa	Palmen
66645	d2e1771070Meyers-1905	Juncus	Junkazeen
67156	d2e1783873Meyers-1905	Kaffeebaum	Rubiazeen
67312	d2e1787971Meyers-1905	Kaiserkrone [2]	Fritillaria
67371	d2e1789285Meyers-1905	Kakaobaum	Sterkuliazeen
67775	d2e1799537Meyers-1905	Kalmar [1]	Tintenschnecken
67781	d2e1799762Meyers-1905	Kalmĭa	Erikazeen
67924	d2e1803011Meyers-1905	Kambrische Formation	Paradoxides
68060	d2e1806463Meyers-1905	Kammfloh	Flöhe
68226	d2e1811538Meyers-1905	Kanariengras	Phalaris
68657	d2e1822743Meyers-1905	Kaprotīnenkalk	Caprotina
68805	d2e1825760Meyers-1905	Karatas	Bromeliazeen
68901	d2e1827996Meyers-1905	Kardināl [3]	Sperlingsvögel
69142	d2e1836996Meyers-1905	Karr	Proverbes
69455	d2e1845247Meyers-1905	Kassĭe	Cassia
69548	d2e1847354Meyers-1905	Kasuar	Kurzflügler
69906	d2e1856905Meyers-1905	Kautschuk	Tabernaemontana
70037	d2e1860230Meyers-1905	Kegelschnecke	Vorderkiemer
70116	d2e1862548Meyers-1905	Keilschrift	persischen Keilinschriften
70311	d2e1867596Meyers-1905	Kennedya	Leguminosen
70339	d2e1868178Meyers-1905	Kentĭa	Palmen
70509	d2e1872451Meyers-1905	Kerrĭa	Rosazeen
70739	d2e1877640Meyers-1905	Khaya	Meliazeen
70793	d2e1878857Meyers-1905	Kickxĭa	Apocynazeen
70806	d2e1879130Meyers-1905	Kiebitz [1]	Watvögel
70812	d2e1879296Meyers-1905	Kiefer [2]	Koniferen
70882	d2e1881236Meyers-1905	Kiemenfuß	Krebstiere
70974	d2e1883550Meyers-1905	Kigelĭa	Bignoniazeen
71018	d2e1884398Meyers-1905	Killifisch	Knochenfische
71446	d2e1895887Meyers-1905	Kirschbaum	Gattung
71461	d2e1896369Meyers-1905	Kirschmyrte	Eugenia
71674	d2e1900848Meyers-1905	Klammerstrauch	Echites
71708	d2e1901635Meyers-1905	Klapperschote	Crotalaria
71844	d2e1904950Meyers-1905	Klee [1]	Leguminosen
71872	d2e1905797Meyers-1905	Kleiber	Sperlingsvögel
72036	d2e1910067Meyers-1905	Klette	Arctium
72136	d2e1912659Meyers-1905	Klippenvogel	Sperlingsvögel
72906	d2e1930768Meyers-1905	Kohl [2]	Kruziferen
74602	d2e1974888Meyers-1905	Koompassĭa	Leguminosen
74620	d2e1975393Meyers-1905	Kopaīvabaum	Copaifera
74623	d2e1975446Meyers-1905	Kopale	Copaifera
74923	d2e1983346Meyers-1905	Kormoran	Schwimmvögel
75477	d2e1996342Meyers-1905	Kragenvogel	Sperlingsvögel
75544	d2e1997817Meyers-1905	Kramerĭa	Leguminosen
75670	d2e2001976Meyers-1905	Krapp	Rubia
75733	d2e2003330Meyers-1905	Kratzdistel	Cirsium
75754	d2e2003762Meyers-1905	Kraunhĭa	Leguminosen
75841	d2e2006176Meyers-1905	Krebswurzel	Polygonum
76035	d2e2011450Meyers-1905	Kresse	Lepidium
76141	d2e2014395Meyers-1905	Kreuzkraut	Senecio
76165	d2e2014947Meyers-1905	Kreuzschnabel	Sperlingsvögel
76586	d2e2027511Meyers-1905	Kronentaube	Taubenvögel
76924	d2e2034843Meyers-1905	Kuckuck [1]	Klettervögel
76994	d2e2036613Meyers-1905	Kugelfisch	Haftkiefer
77105	d2e2038901Meyers-1905	Kuhvogel	Sperlingsvögel
77640	d2e2052975Meyers-1905	Kürbis	Kukurbitazeen
77694	d2e2054265Meyers-1905	Kurkuma	Curcuma
77795	d2e2057002Meyers-1905	Kurzschwanzaffe	breitnasigen Affen
78110	d2e2064447Meyers-1905	Labat	Labatia
78146	d2e2065289Meyers-1905	Labkraut	Galium
78147	d2e2065309Meyers-1905	Lablab	Leguminosen
78187	d2e2066366Meyers-1905	Laburnum	Leguminosen
78227	d2e2067324Meyers-1905	Lachenalĭa	Liliazeen
78301	d2e2069458Meyers-1905	Lactūca	Kompositen
78327	d2e2070120Meyers-1905	Ladenbergĭa	Rubiazeen
78512	d2e2075141Meyers-1905	Lagūrus	Gräser
78655	d2e2078260Meyers-1905	Lama [3]	paarzehigen Huftiere
78753	d2e2081035Meyers-1905	Lamĭum	Labiaten
79013	d2e2087837Meyers-1905	Landolphĭa	Apocynazeen
79016	d2e2087949Meyers-1905	Landor	Totengespräche
79306	d2e2097051Meyers-1905	Langsdorffia	Balanophorazeen
79331	d2e2097578Meyers-1905	Languste	Panzerkrebse
79370	d2e2098450Meyers-1905	Lantāna	Verbenazeen
79476	d2e2101098Meyers-1905	Lärche	Koniferen
79528	d2e2102629Meyers-1905	Larrea	Zygophyllazeen
79544	d2e2103083Meyers-1905	Larventaucher	Schwimmvögel
79659	d2e2105585Meyers-1905	Latanĭa	Palmen
79700	d2e2107221Meyers-1905	Laternenträger	Halbflügler
79707	d2e2107414Meyers-1905	Lathraea	Orobanchazeen
79710	d2e2107518Meyers-1905	Lathўrus	Leguminosen
79761	d2e2108790Meyers-1905	Lattich	Kompositen
79809	d2e2109986Meyers-1905	Laubsänger	Sperlingsvögel
79814	d2e2110169Meyers-1905	Lauch [1]	Liliazeen
79965	d2e2113718Meyers-1905	Laurus	Laurazeen
80059	d2e2116666Meyers-1905	Lavandŭla	Labiaten
80065	d2e2116918Meyers-1905	Lavatēra	Malvazeen
80118	d2e2118495Meyers-1905	Lawsonĭa	Lythrazeen
80214	d2e2120631Meyers-1905	Lebendiggebärende Pflanzen	Cryptocoryne
80361	d2e2125239Meyers-1905	Lecythis	Lecythidazeen
80425	d2e2127085Meyers-1905	Ledum	Erikazeen
80773	d2e2136936Meyers-1905	Leierschwanz	Familie
80816	d2e2137996Meyers-1905	Leindotter	Camelina
80834	d2e2138454Meyers-1905	Leinkraut	Linaria
80989	d2e2142812Meyers-1905	Lemming	Nagetiere
80990	d2e2142853Meyers-1905	Lemna	Lemnazeen
81167	d2e2147275Meyers-1905	Leontŏdon	Taraxacum
81178	d2e2148118Meyers-1905	Leopoldinĭa	Palmen
81201	d2e2148553Meyers-1905	Lepargyrea	Eläagnazeen
81211	d2e2148780Meyers-1905	Lepidĭum	Kruziferen
81238	d2e2149387Meyers-1905	Leptadenĭa	Asklepiadazeen
81243	d2e2149489Meyers-1905	Leptochloa	Gräser
81245	d2e2149530Meyers-1905	Leptodon	fossilen Huftiere
81262	d2e2149863Meyers-1905	Leptōthrix	Schizomyzeten
81272	d2e2150110Meyers-1905	Lerche [1]	Sperlingsvögel
81437	d2e2154512Meyers-1905	Leucadendron	Proteazeen
81438	d2e2154538Meyers-1905	Leucaena	Leguminosen
81450	d2e2154884Meyers-1905	Leuchtenbergĭa	Kakteen
81506	d2e2157063Meyers-1905	Leucōjum	Amaryllidazeen
81634	d2e2159760Meyers-1905	Levistĭcum	Umbelliferen
81639	d2e2159916Meyers-1905	Levkoje	Matthiola
81743	d2e2162489Meyers-1905	Liatris	Kompositen
81955	d2e2167427Meyers-1905	Licuāla	Palmen
82002	d2e2168551Meyers-1905	Liebesapfel	Lycopersicum
82031	d2e2169291Meyers-1905	Liebstöckel	Levisticum
82152	d2e2171977Meyers-1905	Ligustĭcum	Umbelliferen
82153	d2e2172013Meyers-1905	Ligustrum	Oleazeen
82173	d2e2172595Meyers-1905	Lilĭe [1]	Lilium
82188	d2e2172926Meyers-1905	Lilĭum	Liliazeen
82298	d2e2175454Meyers-1905	Linarĭa [1]	Skrofulariazeen
82315	d2e2175929Meyers-1905	Linde [1]	Tiliazeen
82422	d2e2178449Meyers-1905	Linienschiffe	Kriegsschiffe
82446	d2e2179011Meyers-1905	Linnaea	Kaprifoliazeen
82464	d2e2179892Meyers-1905	Linse [3]	Leguminosen
82479	d2e2180316Meyers-1905	Linum [1]	Linazeen
82546	d2e2182044Meyers-1905	Lippĭa	Verbenazeen
82574	d2e2182752Meyers-1905	Liquidambar	Hamamelidazeen
82594	d2e2183361Meyers-1905	Lirĭodendron	Magnoliazeen
82595	d2e2183394Meyers-1905	Lirĭosma	Olakazeen
82613	d2e2183753Meyers-1905	Lisianthus	Gentianazeen
82724	d2e2186646Meyers-1905	Lithospermum	Borraginazeen
82821	d2e2188867Meyers-1905	Livistona	Palmen
82922	d2e2191132Meyers-1905	Loāsa	Loasazeen
82941	d2e2191568Meyers-1905	Lobelĭa	Kampanulazeen
82992	d2e2192723Meyers-1905	Lochnera	Apocynazeen
83057	d2e2194337Meyers-1905	Lodoïcēa	Palmen
83075	d2e2194735Meyers-1905	Löffelreiher	Watvögel
83254	d2e2198657Meyers-1905	Lokomobīle	Arbeitsmaschine
83273	d2e2199946Meyers-1905	Lolch	Lolium
83275	d2e2199982Meyers-1905	Lolĭum	Gramineen
83388	d2e2203795Meyers-1905	Lonicēra	Kaprifoliazeen
83440	d2e2205153Meyers-1905	Lophophўtum	Balanophorazeen
83454	d2e2205425Meyers-1905	Loranthus	Loranthazeen
83495	d2e2206344Meyers-1905	Lori	Halbaffen
83650	d2e2210568Meyers-1905	Lotus	Leguminosen
83729	d2e2212554Meyers-1905	Löwe [1]	Katzen
83748	d2e2213197Meyers-1905	Löwenmaul	Antirrhinum
83759	d2e2213480Meyers-1905	Löwenzahn	Taraxacum
83781	d2e2213913Meyers-1905	Loxosōma	Ectoprocta
83869	d2e2216130Meyers-1905	Luchs [1]	Raubtiergattung
83987	d2e2220390Meyers-1905	Luffa	Kukurbitazeen
84222	d2e2227185Meyers-1905	Lumme	Schwimmvögel
84230	d2e2227380Meyers-1905	Lumpfisch	Stachelflosser
84236	d2e2227516Meyers-1905	Lunarĭa	Kruziferen
84356	d2e2230713Meyers-1905	Lupīne	Leguminosen
84547	d2e2235729Meyers-1905	Luzŭla	Junkazeen
84564	d2e2236111Meyers-1905	Lychnis	Karyophyllazeen
84568	d2e2236268Meyers-1905	Lycĭum	Solanazeen
84571	d2e2236397Meyers-1905	Lycopersĭcum	Solanum
84573	d2e2236461Meyers-1905	Lycopodĭum	Lykopodiazeen
84666	d2e2238989Meyers-1905	Lyonĭa	Erikazeen
84672	d2e2239157Meyers-1905	Lyperĭa	Skrofulariazeen
84673	d2e2239199Meyers-1905	Lyra [1]	Violen
84673	d2e2239199Meyers-1905	Lyra [1]	Lyren
84676	d2e2239318Meyers-1905	Lyrik	Poesie
84688	d2e2239754Meyers-1905	Lysimachĭa	Primulazeen
84703	d2e2240065Meyers-1905	Lythrum E.	Lythrazeen
84754	d2e2241880Meyers-1905	Maba [2]	Ebenazeen
84826	d2e2243956Meyers-1905	Machaerĭum	Leguminosen
84877	d2e2245322Meyers-1905	Macleya	Papaverazeen
84879	d2e2245385Meyers-1905	Maclūra	Morazeen
84906	d2e2246080Meyers-1905	Macrocystis	Braunalgen
84974	d2e2248140Meyers-1905	Madenhacker	Sperlingsvögel
84976	d2e2248187Meyers-1905	Madenwurm	Spulwürmer
84985	d2e2248387Meyers-1905	Madĭa	Kompositen
85366	d2e2258606Meyers-1905	Magnolĭa	Magnoliazeen
85467	d2e2261195Meyers-1905	Mahonĭa	Berberidazeen
85532	d2e2262783Meyers-1905	Maikäfer	Blatthornkäfer
85619	d2e2265353Meyers-1905	Mais	Gramineen
85656	d2e2266370Meyers-1905	Maiwurm	Blasenkäfer
85682	d2e2266963Meyers-1905	Majorān	Origanum
85735	d2e2268239Meyers-1905	Maki	Halbaffen
85754	d2e2268766Meyers-1905	Makrēle	Stachelflosser
85807	d2e2269969Meyers-1905	Malacobdella	Schnurwürmer
85861	d2e2271446Meyers-1905	Malarĭa	Anopheles
86015	d2e2276591Meyers-1905	Mallōtus	Euphorbiazeen
86104	d2e2278796Meyers-1905	Malva	Malvazeen
86110	d2e2278997Meyers-1905	Malvastrum	Malvazeen
86160	d2e2280233Meyers-1905	Mamillarĭa	Kaktazeen
86166	d2e2280358Meyers-1905	Mammēa	Guttiferen
86260	d2e2282620Meyers-1905	Mandelbaum	Gattung
86267	d2e2282817Meyers-1905	Mandelkrähe	Klettervögel
86295	d2e2283552Meyers-1905	Mandragŏra	Solanazeen
86406	d2e2286187Meyers-1905	Mangifēra	Anakardiazeen
86447	d2e2287053Meyers-1905	Manihot	Euphorbiazeen
86563	d2e2290036Meyers-1905	Mannstreu	Eryngium
86733	d2e2294290Meyers-1905	Mara [1]	Nagetiere
86737	d2e2294376Meyers-1905	Marabu	Watvögel
86763	d2e2294890Meyers-1905	Maranta	Marantazeen
87374	d2e2311616Meyers-1905	Marokko [2]	Pterospartum
87417	d2e2313124Meyers-1905	Marrubĭum	Labiaten
87469	d2e2314599Meyers-1905	Marsdenĭa	Asklepiadazeen
87492	d2e2315319Meyers-1905	Marsilĭa	Gefäßkryptogamen
87605	d2e2318317Meyers-1905	Martynĭa	Martyniazeen
87654	d2e2319540Meyers-1905	Maesa	Myrsinazeen
87725	d2e2321429Meyers-1905	Masdevallĭa	Orchideen
88070	d2e2330644Meyers-1905	Matricarĭa	Kompositen
88124	d2e2331875Meyers-1905	Matthiŏla	Kruziferen
88224	d2e2334801Meyers-1905	Maulwurf	Insektenfresser
88250	d2e2335584Meyers-1905	Maurĭa	Anakardiazeen
88262	d2e2335895Meyers-1905	Mauritĭa	Palmen
88288	d2e2336738Meyers-1905	Mauseohr	Myosotis
88339	d2e2338099Meyers-1905	Maximiliāna	Palmen
88340	d2e2338131Meyers-1905	Maximilianēa	Bixazeen
88518	d2e2343401Meyers-1905	Medemĭa	Palmen
88545	d2e2343941Meyers-1905	Medicāgo	Leguminosen
88579	d2e2344935Meyers-1905	Medinilla	Melastomazeen
88655	d2e2347633Meyers-1905	Meeraal	Edelfische
88657	d2e2347695Meyers-1905	Meeraloë	Stratiotes
88660	d2e2347757Meyers-1905	Meeräsche	Stachelflosser
88672	d2e2348021Meyers-1905	Meerdrache	Stachelflosser
88709	d2e2349415Meyers-1905	Meerleuchten	Geißelträger
88721	d2e2349662Meyers-1905	Meerohr	Vorderkiemer
88735	d2e2349972Meyers-1905	Meerschweinchen	Nagetiere
88801	d2e2351291Meyers-1905	Megatherĭum	Zahnlücker
88920	d2e2353889Meyers-1905	Meise	Sperlingsvögel
88988	d2e2355988Meyers-1905	Melaleuca	Myrtazeen
89000	d2e2356400Meyers-1905	Melandryum	Karyophyllazeen
89007	d2e2356598Meyers-1905	Melanĭenkalk	Melania
89085	d2e2358255Meyers-1905	Melĭa	Meliazeen
89091	d2e2358400Meyers-1905	Melĭca	Gramineen
89093	d2e2358475Meyers-1905	Melicerta	Rädertiere
89106	d2e2358691Meyers-1905	Melilōtus	Leguminosen
89124	d2e2359079Meyers-1905	Melissa [2]	Labiaten
89165	d2e2360001Meyers-1905	Melocactus	Kakteen
89342	d2e2364248Meyers-1905	Menispermum	Menispermazeen
89416	d2e2366914Meyers-1905	Mentha	Labiaten
89425	d2e2367207Meyers-1905	Mentzelĭa	Loasazeen
89475	d2e2368472Meyers-1905	Mercuriālis	Euphorbiazeen
89632	d2e2372312Meyers-1905	Mertensĭa	Gleicheniazeen
89684	d2e2373335Meyers-1905	Mesembrianthĕmum	Aizoazeen
89737	d2e2374635Meyers-1905	Mespĭlus	Rosazeen
89774	d2e2376057Meyers-1905	Messerscheide	Klaffmuscheln
89833	d2e2377590Meyers-1905	Mesŭa	Guttiferen
90154	d2e2386435Meyers-1905	Metrosidēros	Myrtazeen
90157	d2e2386524Meyers-1905	Metroxўlon	Palmen
90207	d2e2387852Meyers-1905	Mēum	Umbelliferen
90242	d2e2388751Meyers-1905	Mexiko [1]	Nototrema
90393	d2e2393913Meyers-1905	Microsporon	Hyphomyzeten
90507	d2e2396326Meyers-1905	Mikanĭa	Kompositen
90877	d2e2406324Meyers-1905	Milĭum [1]	Gramineen
91008	d2e2410028Meyers-1905	Mimosa	Leguminosen
91012	d2e2410191Meyers-1905	Mimŭlus	Skrofulariazeen
91015	d2e2410317Meyers-1905	Mimusops	Sapotazeen
91018	d2e2410429Meyers-1905	Mina [2]	Konvolvulazeen
91250	d2e2416955Meyers-1905	Mirabĭlis	Nyktaginiazeen
91307	d2e2418067Meyers-1905	Miscanthus	Gramineen
91685	d2e2427046Meyers-1905	Mnium	Laubmoose
